onset_years,source,method,cutoff_years,policy,target,mode,n,called,region_call_rate
50000,median,maximum_standardized_frac_recent,30000,neutral_target,0.1,neutral,1000,97,0.097
50000,median,maximum_standardized_frac_recent,30000,neutral_target,0.1,selected,100,23,0.23
50000,median,maximum_standardized_frac_recent,30000,selected_target,0.7,neutral,1000,592,0.592
50000,median,maximum_standardized_frac_recent,30000,selected_target,0.7,selected,100,72,0.72
50000,median,maximum_standardized_frac_recent,40000,neutral_target,0.01,neutral,1000,10,0.01
50000,median,maximum_standardized_frac_recent,40000,neutral_target,0.01,selected,100,2,0.02
50000,median,maximum_standardized_frac_recent,40000,neutral_target,0.05,neutral,1000,48,0.048
50000,median,maximum_standardized_frac_recent,40000,neutral_target,0.05,selected,100,11,0.11
50000,median,maximum_standardized_frac_recent,40000,neutral_target,0.1,neutral,1000,104,0.104
50000,median,maximum_standardized_frac_recent,40000,neutral_target,0.1,selected,100,22,0.22
50000,median,maximum_standardized_frac_recent,40000,selected_target,0.7,neutral,1000,545,0.545
50000,median,maximum_standardized_frac_recent,40000,selected_target,0.7,selected,100,70,0.7
50000,median,maximum_standardized_frac_recent,50000,neutral_target,0.01,neutral,1000,13,0.013
50000,median,maximum_standardized_frac_recent,50000,neutral_target,0.01,selected,100,1,0.01
50000,median,maximum_standardized_frac_recent,50000,neutral_target,0.05,neutral,1000,44,0.044
50000,median,maximum_standardized_frac_recent,50000,neutral_target,0.05,selected,100,11,0.11
50000,median,maximum_standardized_frac_recent,50000,neutral_target,0.1,neutral,1000,100,0.1
50000,median,maximum_standardized_frac_recent,50000,neutral_target,0.1,selected,100,19,0.19
50000,median,maximum_standardized_frac_recent,50000,selected_target,0.7,neutral,1000,629,0.629
50000,median,maximum_standardized_frac_recent,50000,selected_target,0.7,selected,100,71,0.71
50000,prob80,maximum_frac_recent,5000,neutral_target,0.01,neutral,1000,9,0.009
50000,prob80,maximum_frac_recent,5000,neutral_target,0.01,selected,100,1,0.01
50000,prob80,maximum_frac_recent,5000,neutral_target,0.05,neutral,1000,35,0.035
50000,prob80,maximum_frac_recent,5000,neutral_target,0.05,selected,100,3,0.03
50000,prob80,maximum_frac_recent,5000,neutral_target,0.1,neutral,1000,77,0.077
50000,prob80,maximum_frac_recent,5000,neutral_target,0.1,selected,100,5,0.05
50000,prob80,maximum_frac_recent,5000,selected_target,0.7,neutral,1000,771,0.771
50000,prob80,maximum_frac_recent,5000,selected_target,0.7,selected,100,78,0.78
50000,prob80,maximum_frac_recent,10000,neutral_target,0.01,neutral,1000,10,0.01
50000,prob80,maximum_frac_recent,10000,neutral_target,0.01,selected,100,6,0.06
50000,prob80,maximum_frac_recent,10000,neutral_target,0.05,neutral,1000,46,0.046
50000,prob80,maximum_frac_recent,10000,neutral_target,0.05,selected,100,18,0.18
50000,prob80,maximum_frac_recent,10000,neutral_target,0.1,neutral,1000,102,0.102
50000,prob80,maximum_frac_recent,10000,neutral_target,0.1,selected,100,29,0.29
50000,prob80,maximum_frac_recent,10000,selected_target,0.7,neutral,1000,488,0.488
50000,prob80,maximum_frac_recent,10000,selected_target,0.7,selected,100,69,0.69
50000,prob80,maximum_frac_recent,20000,neutral_target,0.01,neutral,1000,9,0.009
50000,prob80,maximum_frac_recent,20000,neutral_target,0.01,selected,100,5,0.05
50000,prob80,maximum_frac_recent,20000,neutral_target,0.05,neutral,1000,52,0.052
50000,prob80,maximum_frac_recent,20000,neutral_target,0.05,selected,100,17,0.17
50000,prob80,maximum_frac_recent,20000,neutral_target,0.1,neutral,1000,97,0.097
50000,prob80,maximum_frac_recent,20000,neutral_target,0.1,selected,100,24,0.24
50000,prob80,maximum_frac_recent,20000,selected_target,0.7,neutral,1000,632,0.632
50000,prob80,maximum_frac_recent,20000,selected_target,0.7,selected,100,71,0.71
50000,prob80,maximum_frac_recent,30000,neutral_target,0.01,neutral,1000,12,0.012
50000,prob80,maximum_frac_recent,30000,neutral_target,0.01,selected,100,7,0.07
50000,prob80,maximum_frac_recent,30000,neutral_target,0.05,neutral,1000,51,0.051
50000,prob80,maximum_frac_recent,30000,neutral_target,0.05,selected,100,18,0.18
50000,prob80,maximum_frac_recent,30000,neutral_target,0.1,neutral,1000,113,0.113
50000,prob80,maximum_frac_recent,30000,neutral_target,0.1,selected,100,27,0.27
50000,prob80,maximum_frac_recent,30000,selected_target,0.7,neutral,1000,584,0.584
50000,prob80,maximum_frac_recent,30000,selected_target,0.7,selected,100,69,0.69
50000,prob80,maximum_frac_recent,40000,neutral_target,0.01,neutral,1000,15,0.015
50000,prob80,maximum_frac_recent,40000,neutral_target,0.01,selected,100,5,0.05
50000,prob80,maximum_frac_recent,40000,neutral_target,0.05,neutral,1000,53,0.053
50000,prob80,maximum_frac_recent,40000,neutral_target,0.05,selected,100,18,0.18
50000,prob80,maximum_frac_recent,40000,neutral_target,0.1,neutral,1000,98,0.098
50000,prob80,maximum_frac_recent,40000,neutral_target,0.1,selected,100,28,0.28
50000,prob80,maximum_frac_recent,40000,selected_target,0.7,neutral,1000,529,0.529
50000,prob80,maximum_frac_recent,40000,selected_target,0.7,selected,100,68,0.68
50000,prob80,maximum_frac_recent,50000,neutral_target,0.01,neutral,1000,11,0.011
50000,prob80,maximum_frac_recent,50000,neutral_target,0.01,selected,100,4,0.04
50000,prob80,maximum_frac_recent,50000,neutral_target,0.05,neutral,1000,53,0.053
50000,prob80,maximum_frac_recent,50000,neutral_target,0.05,selected,100,17,0.17
50000,prob80,maximum_frac_recent,50000,neutral_target,0.1,neutral,1000,103,0.103
50000,prob80,maximum_frac_recent,50000,neutral_target,0.1,selected,100,28,0.28
50000,prob80,maximum_frac_recent,50000,selected_target,0.7,neutral,1000,547,0.547
50000,prob80,maximum_frac_recent,50000,selected_target,0.7,selected,100,70,0.7
50000,prob80,maximum_standardized_frac_recent,5000,neutral_target,0.01,neutral,1000,11,0.011
50000,prob80,maximum_standardized_frac_recent,5000,neutral_target,0.01,selected,100,0,0.0
50000,prob80,maximum_standardized_frac_recent,5000,neutral_target,0.05,neutral,1000,43,0.043
50000,prob80,maximum_standardized_frac_recent,5000,neutral_target,0.05,selected,100,4,0.04
50000,prob80,maximum_standardized_frac_recent,5000,neutral_target,0.1,neutral,1000,100,0.1
50000,prob80,maximum_standardized_frac_recent,5000,neutral_target,0.1,selected,100,8,0.08
50000,prob80,maximum_standardized_frac_recent,5000,selected_target,0.7,neutral,1000,737,0.737
50000,prob80,maximum_standardized_frac_recent,5000,selected_target,0.7,selected,100,66,0.66
50000,prob80,maximum_standardized_frac_recent,10000,neutral_target,0.01,neutral,1000,11,0.011
50000,prob80,maximum_standardized_frac_recent,10000,neutral_target,0.01,selected,100,6,0.06
50000,prob80,maximum_standardized_frac_recent,10000,neutral_target,0.05,neutral,1000,49,0.049
50000,prob80,maximum_standardized_frac_recent,10000,neutral_target,0.05,selected,100,18,0.18
50000,prob80,maximum_standardized_frac_recent,10000,neutral_target,0.1,neutral,1000,98,0.098
50000,prob80,maximum_standardized_frac_recent,10000,neutral_target,0.1,selected,100,27,0.27
50000,prob80,maximum_standardized_frac_recent,10000,selected_target,0.7,neutral,1000,461,0.461
50000,prob80,maximum_standardized_frac_recent,10000,selected_target,0.7,selected,100,71,0.71
50000,prob80,maximum_standardized_frac_recent,20000,neutral_target,0.01,neutral,1000,10,0.01
50000,prob80,maximum_standardized_frac_recent,20000,neutral_target,0.01,selected,100,5,0.05
50000,prob80,maximum_standardized_frac_recent,20000,neutral_target,0.05,neutral,1000,51,0.051
50000,prob80,maximum_standardized_frac_recent,20000,neutral_target,0.05,selected,100,16,0.16
50000,prob80,maximum_standardized_frac_recent,20000,neutral_target,0.1,neutral,1000,95,0.095
50000,prob80,maximum_standardized_frac_recent,20000,neutral_target,0.1,selected,100,21,0.21
50000,prob80,maximum_standardized_frac_recent,20000,selected_target,0.7,neutral,1000,599,0.599
50000,prob80,maximum_standardized_frac_recent,20000,selected_target,0.7,selected,100,68,0.68
50000,prob80,maximum_standardized_frac_recent,30000,neutral_target,0.01,neutral,1000,11,0.011
50000,prob80,maximum_standardized_frac_recent,30000,neutral_target,0.01,selected,100,6,0.06
50000,prob80,maximum_standardized_frac_recent,30000,neutral_target,0.05,neutral,1000,52,0.052
50000,prob80,maximum_standardized_frac_recent,30000,neutral_target,0.05,selected,100,18,0.18
50000,prob80,maximum_standardized_frac_recent,30000,neutral_target,0.1,neutral,1000,103,0.103
50000,prob80,maximum_standardized_frac_recent,30000,neutral_target,0.1,selected,100,27,0.27
50000,prob80,maximum_standardized_frac_recent,30000,selected_target,0.7,neutral,1000,561,0.561
50000,prob80,maximum_standardized_frac_recent,30000,selected_target,0.7,selected,100,71,0.71
50000,prob80,maximum_standardized_frac_recent,40000,neutral_target,0.01,neutral,1000,13,0.013
50000,prob80,maximum_standardized_frac_recent,40000,neutral_target,0.01,selected,100,5,0.05
50000,prob80,maximum_standardized_frac_recent,40000,neutral_target,0.05,neutral,1000,54,0.054
50000,prob80,maximum_standardized_frac_recent,40000,neutral_target,0.05,selected,100,20,0.2
50000,prob80,maximum_standardized_frac_recent,40000,neutral_target,0.1,neutral,1000,101,0.101
50000,prob80,maximum_standardized_frac_recent,40000,neutral_target,0.1,selected,100,26,0.26
50000,prob80,maximum_standardized_frac_recent,40000,selected_target,0.7,neutral,1000,511,0.511
50000,prob80,maximum_standardized_frac_recent,40000,selected_target,0.7,selected,100,66,0.66
50000,prob80,maximum_standardized_frac_recent,50000,neutral_target,0.01,neutral,1000,11,0.011
50000,prob80,maximum_standardized_frac_recent,50000,neutral_target,0.01,selected,100,6,0.06
50000,prob80,maximum_standardized_frac_recent,50000,neutral_target,0.05,neutral,1000,48,0.048
50000,prob80,maximum_standardized_frac_recent,50000,neutral_target,0.05,selected,100,15,0.15
50000,prob80,maximum_standardized_frac_recent,50000,neutral_target,0.1,neutral,1000,94,0.094
50000,prob80,maximum_standardized_frac_recent,50000,neutral_target,0.1,selected,100,25,0.25
50000,prob80,maximum_standardized_frac_recent,50000,selected_target,0.7,neutral,1000,561,0.561
50000,prob80,maximum_standardized_frac_recent,50000,selected_target,0.7,selected,100,70,0.7
50000,prob90,maximum_frac_recent,5000,neutral_target,0.01,neutral,1000,6,0.006
50000,prob90,maximum_frac_recent,5000,neutral_target,0.01,selected,100,0,0.0
50000,prob90,maximum_frac_recent,5000,neutral_target,0.05,neutral,1000,41,0.041
50000,prob90,maximum_frac_recent,5000,neutral_target,0.05,selected,100,3,0.03
50000,prob90,maximum_frac_recent,5000,neutral_target,0.1,neutral,1000,92,0.092
50000,prob90,maximum_frac_recent,5000,neutral_target,0.1,selected,100,6,0.06
50000,prob90,maximum_frac_recent,5000,selected_target,0.7,neutral,1000,814,0.814
50000,prob90,maximum_frac_recent,5000,selected_target,0.7,selected,100,76,0.76
50000,prob90,maximum_frac_recent,10000,neutral_target,0.01,neutral,1000,9,0.009
50000,prob90,maximum_frac_recent,10000,neutral_target,0.01,selected,100,1,0.01
50000,prob90,maximum_frac_recent,10000,neutral_target,0.05,neutral,1000,42,0.042
50000,prob90,maximum_frac_recent,10000,neutral_target,0.05,selected,100,7,0.07
50000,prob90,maximum_frac_recent,10000,neutral_target,0.1,neutral,1000,93,0.093
50000,prob90,maximum_frac_recent,10000,neutral_target,0.1,selected,100,10,0.1
50000,prob90,maximum_frac_recent,10000,selected_target,0.7,neutral,1000,658,0.658
50000,prob90,maximum_frac_recent,10000,selected_target,0.7,selected,100,73,0.73
50000,prob90,maximum_frac_recent,20000,neutral_target,0.01,neutral,1000,9,0.009
50000,prob90,maximum_frac_recent,20000,neutral_target,0.01,selected,100,8,0.08
50000,prob90,maximum_frac_recent,20000,neutral_target,0.05,neutral,1000,46,0.046
50000,prob90,maximum_frac_recent,20000,neutral_target,0.05,selected,100,18,0.18
50000,prob90,maximum_frac_recent,20000,neutral_target,0.1,neutral,1000,102,0.102
50000,prob90,maximum_frac_recent,20000,neutral_target,0.1,selected,100,28,0.28
50000,prob90,maximum_frac_recent,20000,selected_target,0.7,neutral,1000,547,0.547
50000,prob90,maximum_frac_recent,20000,selected_target,0.7,selected,100,69,0.69
50000,prob90,maximum_frac_recent,30000,neutral_target,0.01,neutral,1000,8,0.008
50000,prob90,maximum_frac_recent,30000,neutral_target,0.01,selected,100,5,0.05
50000,prob90,maximum_frac_recent,30000,neutral_target,0.05,neutral,1000,54,0.054
50000,prob90,maximum_frac_recent,30000,neutral_target,0.05,selected,100,16,0.16
50000,prob90,maximum_frac_recent,30000,neutral_target,0.1,neutral,1000,101,0.101
50000,prob90,maximum_frac_recent,30000,neutral_target,0.1,selected,100,25,0.25
50000,prob90,maximum_frac_recent,30000,selected_target,0.7,neutral,1000,605,0.605
50000,prob90,maximum_frac_recent,30000,selected_target,0.7,selected,100,69,0.69
50000,prob90,maximum_frac_recent,40000,neutral_target,0.01,neutral,1000,12,0.012
50000,prob90,maximum_frac_recent,40000,neutral_target,0.01,selected,100,7,0.07
50000,prob90,maximum_frac_recent,40000,neutral_target,0.05,neutral,1000,46,0.046
50000,prob90,maximum_frac_recent,40000,neutral_target,0.05,selected,100,18,0.18
50000,prob90,maximum_frac_recent,40000,neutral_target,0.1,neutral,1000,111,0.111
50000,prob90,maximum_frac_recent,40000,neutral_target,0.1,selected,100,27,0.27
50000,prob90,maximum_frac_recent,40000,selected_target,0.7,neutral,1000,598,0.598
50000,prob90,maximum_frac_recent,40000,selected_target,0.7,selected,100,69,0.69
50000,prob90,maximum_frac_recent,50000,neutral_target,0.01,neutral,1000,14,0.014
50000,prob90,maximum_frac_recent,50000,neutral_target,0.01,selected,100,6,0.06
50000,prob90,maximum_frac_recent,50000,neutral_target,0.05,neutral,1000,54,0.054
50000,prob90,maximum_frac_recent,50000,neutral_target,0.05,selected,100,19,0.19
50000,prob90,maximum_frac_recent,50000,neutral_target,0.1,neutral,1000,111,0.111
50000,prob90,maximum_frac_recent,50000,neutral_target,0.1,selected,100,26,0.26
50000,prob90,maximum_frac_recent,50000,selected_target,0.7,neutral,1000,598,0.598
50000,prob90,maximum_frac_recent,50000,selected_target,0.7,selected,100,68,0.68
50000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.01,neutral,1000,7,0.007
50000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.01,selected,100,0,0.0
50000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.05,neutral,1000,46,0.046
50000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.05,selected,100,5,0.05
50000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.1,neutral,1000,114,0.114
50000,prob90,maximum_standardized_frac_recent,5000,neutral_target,0.1,selected,100,10,0.1
50000,prob90,maximum_standardized_frac_recent,5000,selected_target,0.7,neutral,1000,782,0.782
50000,prob90,maximum_standardized_frac_recent,5000,selected_target,0.7,selected,100,70,0.7
50000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.01,neutral,1000,11,0.011
50000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.01,selected,100,1,0.01
50000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.05,neutral,1000,49,0.049
50000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.05,selected,100,9,0.09
50000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.1,neutral,1000,96,0.096
50000,prob90,maximum_standardized_frac_recent,10000,neutral_target,0.1,selected,100,14,0.14
50000,prob90,maximum_standardized_frac_recent,10000,selected_target,0.7,neutral,1000,639,0.639
50000,prob90,maximum_standardized_frac_recent,10000,selected_target,0.7,selected,100,75,0.75
50000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.01,neutral,1000,12,0.012
50000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.01,selected,100,6,0.06
50000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.05,neutral,1000,52,0.052
50000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.05,selected,100,17,0.17
50000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.1,neutral,1000,105,0.105
50000,prob90,maximum_standardized_frac_recent,20000,neutral_target,0.1,selected,100,26,0.26
50000,prob90,maximum_standardized_frac_recent,20000,selected_target,0.7,neutral,1000,583,0.583
50000,prob90,maximum_standardized_frac_recent,20000,selected_target,0.7,selected,100,70,0.7
50000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.01,neutral,1000,11,0.011
50000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.01,selected,100,5,0.05
50000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.05,neutral,1000,55,0.055
50000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.05,selected,100,17,0.17
50000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.1,neutral,1000,96,0.096
50000,prob90,maximum_standardized_frac_recent,30000,neutral_target,0.1,selected,100,22,0.22
50000,prob90,maximum_standardized_frac_recent,30000,selected_target,0.7,neutral,1000,606,0.606
50000,prob90,maximum_standardized_frac_recent,30000,selected_target,0.7,selected,100,69,0.69
50000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.01,neutral,1000,10,0.01
50000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.01,selected,100,5,0.05
50000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.05,neutral,1000,50,0.05
50000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.05,selected,100,17,0.17
50000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.1,neutral,1000,100,0.1
50000,prob90,maximum_standardized_frac_recent,40000,neutral_target,0.1,selected,100,27,0.27
50000,prob90,maximum_standardized_frac_recent,40000,selected_target,0.7,neutral,1000,546,0.546
50000,prob90,maximum_standardized_frac_recent,40000,selected_target,0.7,selected,100,69,0.69
50000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.01,neutral,1000,13,0.013
50000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.01,selected,100,6,0.06
50000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.05,neutral,1000,56,0.056
50000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.05,selected,100,21,0.21
50000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.1,neutral,1000,100,0.1
50000,prob90,maximum_standardized_frac_recent,50000,neutral_target,0.1,selected,100,26,0.26
50000,prob90,maximum_standardized_frac_recent,50000,selected_target,0.7,neutral,1000,553,0.553
50000,prob90,maximum_standardized_frac_recent,50000,selected_target,0.7,selected,100,69,0.69
50000,truth,maximum_frac_recent,5000,neutral_target,0.01,neutral,1000,7,0.007
50000,truth,maximum_frac_recent,5000,neutral_target,0.01,selected,100,1,0.01
50000,truth,maximum_frac_recent,5000,neutral_target,0.05,neutral,1000,34,0.034
50000,truth,maximum_frac_recent,5000,neutral_target,0.05,selected,100,1,0.01
50000,truth,maximum_frac_recent,5000,neutral_target,0.1,neutral,1000,91,0.091
50000,truth,maximum_frac_recent,5000,neutral_target,0.1,selected,100,5,0.05
50000,truth,maximum_frac_recent,5000,selected_target,0.7,neutral,1000,847,0.847
50000,truth,maximum_frac_recent,5000,selected_target,0.7,selected,100,78,0.78
50000,truth,maximum_frac_recent,10000,neutral_target,0.01,neutral,1000,9,0.009
50000,truth,maximum_frac_recent,10000,neutral_target,0.01,selected,100,0,0.0
50000,truth,maximum_frac_recent,10000,neutral_target,0.05,neutral,1000,43,0.043
50000,truth,maximum_frac_recent,10000,neutral_target,0.05,selected,100,2,0.02
50000,truth,maximum_frac_recent,10000,neutral_target,0.1,neutral,1000,88,0.088
50000,truth,maximum_frac_recent,10000,neutral_target,0.1,selected,100,5,0.05
50000,truth,maximum_frac_recent,10000,selected_target,0.7,neutral,1000,705,0.705
50000,truth,maximum_frac_recent,10000,selected_target,0.7,selected,100,73,0.73
50000,truth,maximum_frac_recent,20000,neutral_target,0.01,neutral,1000,9,0.009
50000,truth,maximum_frac_recent,20000,neutral_target,0.01,selected,100,6,0.06
50000,truth,maximum_frac_recent,20000,neutral_target,0.05,neutral,1000,54,0.054
50000,truth,maximum_frac_recent,20000,neutral_target,0.05,selected,100,9,0.09
50000,truth,maximum_frac_recent,20000,neutral_target,0.1,neutral,1000,104,0.104
50000,truth,maximum_frac_recent,20000,neutral_target,0.1,selected,100,19,0.19
50000,truth,maximum_frac_recent,20000,selected_target,0.7,neutral,1000,616,0.616
50000,truth,maximum_frac_recent,20000,selected_target,0.7,selected,100,71,0.71
50000,truth,maximum_frac_recent,30000,neutral_target,0.01,neutral,1000,10,0.01
50000,truth,maximum_frac_recent,30000,neutral_target,0.01,selected,100,5,0.05
50000,truth,maximum_frac_recent,30000,neutral_target,0.05,neutral,1000,45,0.045
50000,truth,maximum_frac_recent,30000,neutral_target,0.05,selected,100,10,0.1
50000,truth,maximum_frac_recent,30000,neutral_target,0.1,neutral,1000,89,0.089
50000,truth,maximum_frac_recent,30000,neutral_target,0.1,selected,100,18,0.18
50000,truth,maximum_frac_recent,30000,selected_target,0.7,neutral,1000,460,0.46
50000,truth,maximum_frac_recent,30000,selected_target,0.7,selected,100,68,0.68
50000,truth,maximum_frac_recent,40000,neutral_target,0.01,neutral,1000,6,0.006
50000,truth,maximum_frac_recent,40000,neutral_target,0.01,selected,100,8,0.08
50000,truth,maximum_frac_recent,40000,neutral_target,0.05,neutral,1000,49,0.049
50000,truth,maximum_frac_recent,40000,neutral_target,0.05,selected,100,24,0.24
50000,truth,maximum_frac_recent,40000,neutral_target,0.1,neutral,1000,96,0.096
50000,truth,maximum_frac_recent,40000,neutral_target,0.1,selected,100,31,0.31
50000,truth,maximum_frac_recent,40000,selected_target,0.7,neutral,1000,526,0.526
50000,truth,maximum_frac_recent,40000,selected_target,0.7,selected,100,68,0.68
50000,truth,maximum_frac_recent,50000,neutral_target,0.01,neutral,1000,10,0.01
50000,truth,maximum_frac_recent,50000,neutral_target,0.01,selected,100,27,0.27
50000,truth,maximum_frac_recent,50000,neutral_target,0.05,neutral,1000,55,0.055
50000,truth,maximum_frac_recent,50000,neutral_target,0.05,selected,100,45,0.45
50000,truth,maximum_frac_recent,50000,neutral_target,0.1,neutral,1000,106,0.106
50000,truth,maximum_frac_recent,50000,neutral_target,0.1,selected,100,47,0.47
50000,truth,maximum_frac_recent,50000,selected_target,0.7,neutral,1000,259,0.259
50000,truth,maximum_frac_recent,50000,selected_target,0.7,selected,100,68,0.68
50000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.01,neutral,1000,7,0.007
50000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.01,selected,100,1,0.01
50000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.05,neutral,1000,47,0.047
50000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.05,selected,100,1,0.01
50000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.1,neutral,1000,92,0.092
50000,truth,maximum_standardized_frac_recent,5000,neutral_target,0.1,selected,100,3,0.03
50000,truth,maximum_standardized_frac_recent,5000,selected_target,0.7,neutral,1000,756,0.756
50000,truth,maximum_standardized_frac_recent,5000,selected_target,0.7,selected,100,67,0.67
50000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.01,neutral,1000,11,0.011
50000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.01,selected,100,0,0.0
50000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.05,neutral,1000,50,0.05
50000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.05,selected,100,3,0.03
50000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.1,neutral,1000,94,0.094
50000,truth,maximum_standardized_frac_recent,10000,neutral_target,0.1,selected,100,5,0.05
50000,truth,maximum_standardized_frac_recent,10000,selected_target,0.7,neutral,1000,669,0.669
50000,truth,maximum_standardized_frac_recent,10000,selected_target,0.7,selected,100,70,0.7
50000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.01,neutral,1000,7,0.007
50000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.01,selected,100,5,0.05
50000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.05,neutral,1000,55,0.055
50000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.05,selected,100,11,0.11
50000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.1,neutral,1000,104,0.104
50000,truth,maximum_standardized_frac_recent,20000,neutral_target,0.1,selected,100,17,0.17
50000,truth,maximum_standardized_frac_recent,20000,selected_target,0.7,neutral,1000,616,0.616
50000,truth,maximum_standardized_frac_recent,20000,selected_target,0.7,selected,100,71,0.71
50000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.01,neutral,1000,8,0.008
50000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.01,selected,100,5,0.05
50000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.05,neutral,1000,46,0.046
50000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.05,selected,100,9,0.09
50000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.1,neutral,1000,88,0.088
50000,truth,maximum_standardized_frac_recent,30000,neutral_target,0.1,selected,100,17,0.17
50000,truth,maximum_standardized_frac_recent,30000,selected_target,0.7,neutral,1000,493,0.493
50000,truth,maximum_standardized_frac_recent,30000,selected_target,0.7,selected,100,68,0.68
50000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.01,neutral,1000,7,0.007
50000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.01,selected,100,8,0.08
50000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.05,neutral,1000,45,0.045
50000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.05,selected,100,24,0.24
50000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.1,neutral,1000,99,0.099
50000,truth,maximum_standardized_frac_recent,40000,neutral_target,0.1,selected,100,32,0.32
50000,truth,maximum_standardized_frac_recent,40000,selected_target,0.7,neutral,1000,547,0.547
50000,truth,maximum_standardized_frac_recent,40000,selected_target,0.7,selected,100,72,0.72
50000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.01,neutral,1000,6,0.006
50000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.01,selected,100,26,0.26
50000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.05,neutral,1000,56,0.056
50000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.05,selected,100,42,0.42
50000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.1,neutral,1000,104,0.104
50000,truth,maximum_standardized_frac_recent,50000,neutral_target,0.1,selected,100,45,0.45
50000,truth,maximum_standardized_frac_recent,50000,selected_target,0.7,neutral,1000,283,0.283
50000,truth,maximum_standardized_frac_recent,50000,selected_target,0.7,selected,100,69,0.69
