key,onset_years,fold,marker_position,distance_to_anchor,af,nAA,nRR
neutral/rep0728,0,1,4999179.0,821.0,0.045,21,9073
neutral/rep0729,0,3,3629163.0,1370837.0,0.2525,654,5580
neutral/rep0730,0,0,5020573.0,20573.0,0.0225,6,9517
neutral/rep0731,0,0,3602592.0,1397408.0,0.04,16,9195
neutral/rep0732,0,1,5906172.0,906172.0,0.0275,12,9448
neutral/rep0733,0,4,4726096.0,273904.0,0.0925,81,8226
neutral/rep0734,0,1,5031886.0,31886.0,0.0425,24,9154
neutral/rep0735,0,0,5805252.0,805252.0,0.03,8,9416
neutral/rep0736,0,3,4999395.0,605.0,0.1975,392,6412
neutral/rep0737,0,0,6683362.0,1683362.0,0.005,0,9896
neutral/rep0738,0,4,5198019.0,198019.0,0.05,15,9073
neutral/rep0739,0,1,2333532.0,2666468.0,0.205,408,6312
neutral/rep0740,0,0,3388397.0,1611603.0,0.095,86,8167
neutral/rep0741,0,0,5948655.0,948655.0,0.0875,83,8292
neutral/rep0742,0,4,5091657.0,91657.0,0.0075,0,9860
neutral/rep0743,0,4,4810619.0,189381.0,0.015,2,9685
neutral/rep0744,0,2,4351936.0,648064.0,0.1575,240,7024
neutral/rep0745,0,3,3665550.0,1334450.0,0.045,18,9087
neutral/rep0746,0,2,4799237.0,200763.0,0.1475,218,7281
neutral/rep0747,0,3,7185604.0,2185604.0,0.1725,303,6710
neutral/rep0748,0,2,4448987.0,551013.0,0.02,9,9585
neutral/rep0749,0,0,4711368.0,288632.0,0.065,39,8783
neutral/rep0750,0,2,4963087.0,36913.0,0.015,0,9711
neutral/rep0751,0,4,5001187.0,1187.0,0.0025,0,9949
neutral/rep0752,0,4,2638430.0,2361570.0,0.05,13,9022
neutral/rep0753,0,4,4999864.0,136.0,0.055,34,8913
neutral/rep0754,0,3,6364389.0,1364389.0,0.0925,96,8276
neutral/rep0755,0,4,4890073.0,109927.0,0.205,431,6325
neutral/rep0756,0,0,5000358.0,358.0,0.0375,12,9274
neutral/rep0757,0,0,5870421.0,870421.0,0.01,1,9824
neutral/rep0758,0,0,5000724.0,724.0,0.2675,703,5404
neutral/rep0759,0,3,5818246.0,818246.0,0.025,6,9499
neutral/rep0760,0,2,4959213.0,40787.0,0.14,204,7345
neutral/rep0761,0,1,4794914.0,205086.0,0.0525,17,8986
neutral/rep0762,0,3,4997785.0,2215.0,0.0025,0,9951
neutral/rep0763,0,2,4748494.0,251506.0,0.0175,1,9667
neutral/rep0764,0,0,4268296.0,731704.0,0.03,9,9408
neutral/rep0765,0,1,2666522.0,2333478.0,0.0575,32,8881
neutral/rep0766,0,0,4994900.0,5100.0,0.17,285,6853
neutral/rep0767,0,2,6861166.0,1861166.0,0.1275,169,7611
neutral/rep0768,0,2,4279718.0,720282.0,0.03,5,9450
neutral/rep0769,0,3,4761414.0,238586.0,0.0775,54,8553
neutral/rep0770,0,0,4252097.0,747903.0,0.02,5,9625
neutral/rep0771,0,1,5450128.0,450128.0,0.0025,0,9952
neutral/rep0772,0,2,5000000.0,0.0,0.025,3,9528
neutral/rep0773,0,0,5000157.0,157.0,0.12,137,7731
neutral/rep0774,0,1,6335328.0,1335328.0,0.105,97,8073
neutral/rep0775,0,2,5089964.0,89964.0,0.1275,179,7648
neutral/rep0776,0,2,5123144.0,123144.0,0.12,142,7778
neutral/rep0777,0,3,5686740.0,686740.0,0.07,40,8679
neutral/rep0778,0,0,4737297.0,262703.0,0.01,1,9822
neutral/rep0779,0,0,5126983.0,126983.0,0.0575,36,8847
neutral/rep0780,0,0,4139598.0,860402.0,0.1275,160,7607
neutral/rep0781,0,2,5412862.0,412862.0,0.0275,7,9499
neutral/rep0782,0,0,4764453.0,235547.0,0.0525,21,8978
neutral/rep0783,0,4,9026799.0,4026799.0,0.015,2,9708
neutral/rep0784,0,2,3745432.0,1254568.0,0.0175,3,9643
neutral/rep0785,0,0,5001344.0,1344.0,0.1825,328,6648
neutral/rep0786,0,2,8967376.0,3967376.0,0.0575,36,8893
neutral/rep0787,0,4,6417417.0,1417417.0,0.0375,12,9260
neutral/rep0788,0,1,4868984.0,131016.0,0.0575,24,8894
neutral/rep0789,0,2,3065198.0,1934802.0,0.0475,26,9082
neutral/rep0790,0,4,4999352.0,648.0,0.32,1007,4637
neutral/rep0791,0,4,3927376.0,1072624.0,0.005,1,9913
neutral/rep0792,0,2,5001563.0,1563.0,0.175,309,6802
neutral/rep0793,0,2,3525235.0,1474765.0,0.025,4,9506
neutral/rep0794,0,0,5155910.0,155910.0,0.0175,3,9660
neutral/rep0795,0,3,6205890.0,1205890.0,0.045,18,9145
neutral/rep0796,0,2,5227747.0,227747.0,0.015,2,9746
neutral/rep0797,0,0,4997408.0,2592.0,0.07,51,8647
neutral/rep0798,0,2,5000000.0,0.0,0.1225,175,7707
neutral/rep0799,0,3,5840056.0,840056.0,0.19,386,6564
neutral/rep0800,0,1,5424263.0,424263.0,0.0025,0,9944
neutral/rep0801,0,1,5000071.0,71.0,0.0925,95,8152
neutral/rep0802,0,3,5001560.0,1560.0,0.0525,19,8987
neutral/rep0803,0,3,5035429.0,35429.0,0.065,40,8660
neutral/rep0804,0,1,3696082.0,1303918.0,0.17,275,6854
neutral/rep0805,0,0,4996335.0,3665.0,0.1425,194,7353
neutral/rep0806,0,1,4991807.0,8193.0,0.0225,7,9564
neutral/rep0807,0,3,4000569.0,999431.0,0.01,1,9804
neutral/rep0808,0,2,5000429.0,429.0,0.0525,24,8958
neutral/rep0809,0,2,5457093.0,457093.0,0.06,28,8817
neutral/rep0810,0,1,8049397.0,3049397.0,0.015,0,9682
neutral/rep0811,0,4,5342268.0,342268.0,0.075,56,8502
neutral/rep0812,0,1,5390101.0,390101.0,0.1575,242,7072
neutral/rep0813,0,1,4806235.0,193765.0,0.165,288,6978
neutral/rep0814,0,1,4262693.0,737307.0,0.0725,49,8642
neutral/rep0815,0,1,3180636.0,1819364.0,0.1325,195,7423
neutral/rep0816,0,4,5691377.0,691377.0,0.035,12,9313
neutral/rep0817,0,0,5182878.0,182878.0,0.0325,10,9391
neutral/rep0818,0,2,4704695.0,295305.0,0.025,6,9490
neutral/rep0819,0,4,5440887.0,440887.0,0.015,3,9722
neutral/rep0820,0,1,4778560.0,221440.0,0.1175,136,7812
neutral/rep0821,0,2,6872878.0,1872878.0,0.1725,289,6806
neutral/rep0822,0,2,4739917.0,260083.0,0.1125,126,7851
neutral/rep0823,0,2,4669215.0,330785.0,0.035,11,9334
neutral/rep0824,0,0,3576826.0,1423174.0,0.1125,129,7895
neutral/rep0825,0,4,4580809.0,419191.0,0.2175,464,6142
neutral/rep0826,0,0,4897086.0,102914.0,0.1,122,8091
neutral/rep0827,0,0,4993632.0,6368.0,0.06,28,8839
neutral/rep0828,0,2,3938891.0,1061109.0,0.0875,69,8384
neutral/rep0829,0,1,6328225.0,1328225.0,0.0425,20,9185
neutral/rep0830,0,3,5146193.0,146193.0,0.005,0,9887
neutral/rep0831,0,4,5216765.0,216765.0,0.105,125,8024
neutral/rep0832,0,1,6558182.0,1558182.0,0.1725,305,6866
neutral/rep0833,0,3,4999627.0,373.0,0.385,1451,3744
neutral/rep0834,0,1,4680928.0,319072.0,0.12,137,7765
neutral/rep0835,0,4,7590018.0,2590018.0,0.1225,158,7730
neutral/rep0836,0,3,5001004.0,1004.0,0.045,18,9178
neutral/rep0837,0,3,4667501.0,332499.0,0.0175,5,9641
neutral/rep0838,0,2,4605021.0,394979.0,0.195,379,6540
neutral/rep0839,0,0,4997655.0,2345.0,0.03,5,9365
neutral/rep0840,0,2,4953988.0,46012.0,0.1425,210,7291
neutral/rep0841,0,2,4953094.0,46906.0,0.2775,787,5178
neutral/rep0842,0,1,4487428.0,512572.0,0.0275,6,9471
neutral/rep0843,0,4,4474372.0,525628.0,0.275,759,5248
neutral/rep0844,0,4,4999155.0,845.0,0.0225,9,9549
neutral/rep0845,0,4,5469803.0,469803.0,0.085,67,8389
neutral/rep0846,0,0,4470183.0,529817.0,0.065,35,8786
neutral/rep0847,0,3,5144912.0,144912.0,0.45,1968,3023
neutral/rep0848,0,1,4811038.0,188962.0,0.185,327,6711
neutral/rep0849,0,0,1291532.0,3708468.0,0.0125,0,9751
neutral/rep0850,0,0,5412801.0,412801.0,0.13,158,7604
neutral/rep0851,0,4,4690302.0,309698.0,0.095,82,8175
neutral/rep0852,0,1,6975913.0,1975913.0,0.225,508,5974
neutral/rep0853,0,1,5622546.0,622546.0,0.0775,67,8486
neutral/rep0854,0,0,6320820.0,1320820.0,0.085,86,8391
neutral/rep0855,0,2,4912310.0,87690.0,0.05,14,9039
neutral/rep0856,0,1,5047558.0,47558.0,0.06,38,8770
neutral/rep0857,0,3,,,0.0,0,0
neutral/rep0858,0,2,6138356.0,1138356.0,0.11,107,7954
neutral/rep0859,0,4,8060442.0,3060442.0,0.0525,25,8978
neutral/rep0860,0,3,5042742.0,42742.0,0.245,609,5682
neutral/rep0861,0,0,3920207.0,1079793.0,0.0125,0,9752
neutral/rep0862,0,3,5298031.0,298031.0,0.025,7,9472
neutral/rep0863,0,2,4840043.0,159957.0,0.0725,49,8673
neutral/rep0864,0,3,4314850.0,685150.0,0.125,146,7655
neutral/rep0865,0,1,4407866.0,592134.0,0.12,154,7743
neutral/rep0866,0,1,5180465.0,180465.0,0.0825,64,8399
neutral/rep0867,0,0,4853504.0,146496.0,0.1925,345,6515
neutral/rep0868,0,2,5218055.0,218055.0,0.04,11,9237
neutral/rep0869,0,0,6526366.0,1526366.0,0.13,156,7595
neutral/rep0870,0,3,4943080.0,56920.0,0.0025,0,9955
neutral/rep0871,0,0,5002979.0,2979.0,0.06,38,8847
neutral/rep0872,0,0,4017266.0,982734.0,0.0275,9,9454
neutral/rep0873,0,0,5541249.0,541249.0,0.035,8,9315
neutral/rep0874,0,2,515711.0,4484289.0,0.01,1,9795
neutral/rep0875,0,3,3550920.0,1449080.0,0.1575,265,7084
neutral/rep0876,0,1,5001421.0,1421.0,0.06,27,8882
neutral/rep0877,0,4,4957471.0,42529.0,0.0025,0,9954
neutral/rep0878,0,4,5002106.0,2106.0,0.155,234,7129
neutral/rep0879,0,1,5065143.0,65143.0,0.105,108,7999
neutral/rep0880,0,0,4826121.0,173879.0,0.1225,142,7678
neutral/rep0881,0,4,5639399.0,639399.0,0.215,461,6150
neutral/rep0882,0,1,5019124.0,19124.0,0.4075,1665,3461
neutral/rep0883,0,1,5798815.0,798815.0,0.135,200,7554
neutral/rep0884,0,0,4929637.0,70363.0,0.0025,0,9950
neutral/rep0885,0,3,4707595.0,292405.0,0.025,6,9532
neutral/rep0886,0,3,5388101.0,388101.0,0.0075,0,9848
neutral/rep0887,0,2,5496721.0,496721.0,0.1075,106,8037
neutral/rep0888,0,4,4434502.0,565498.0,0.0725,58,8599
neutral/rep0889,0,0,4997746.0,2254.0,0.0925,100,8171
neutral/rep0890,0,3,5804732.0,804732.0,0.03,11,9400
neutral/rep0891,0,4,4874455.0,125545.0,0.01,0,9796
neutral/rep0892,0,2,4999177.0,823.0,0.03,9,9420
neutral/rep0893,0,1,4611776.0,388224.0,0.13,157,7632
neutral/rep0894,0,0,4675472.0,324528.0,0.0875,77,8295
neutral/rep0895,0,0,5713337.0,713337.0,0.13,163,7575
neutral/rep0896,0,3,7493354.0,2493354.0,0.005,0,9902
neutral/rep0897,0,4,3968272.0,1031728.0,0.185,345,6655
neutral/rep0898,0,0,4939143.0,60857.0,0.1275,172,7559
neutral/rep0899,0,4,4759164.0,240836.0,0.0725,49,8616
neutral/rep0900,0,3,4996453.0,3547.0,0.03,8,9402
neutral/rep0901,0,3,5617016.0,617016.0,0.02,4,9577
neutral/rep0902,0,2,6508428.0,1508428.0,0.0275,4,9477
neutral/rep0903,0,1,5335216.0,335216.0,0.0875,73,8326
neutral/rep0904,0,1,5000000.0,0.0,0.125,148,7684
neutral/rep0905,0,3,3715033.0,1284967.0,0.08,56,8391
neutral/rep0906,0,4,5176261.0,176261.0,0.0225,4,9547
neutral/rep0907,0,3,4983962.0,16038.0,0.0425,20,9137
neutral/rep0908,0,0,3341423.0,1658577.0,0.0575,31,8848
neutral/rep0909,0,1,5228388.0,228388.0,0.005,0,9900
neutral/rep0910,0,0,3790391.0,1209609.0,0.2025,394,6334
neutral/rep0911,0,1,5237975.0,237975.0,0.05,28,9040
neutral/rep0912,0,3,3593642.0,1406358.0,0.3625,1314,4033
neutral/rep0913,0,0,5000000.0,0.0,0.0425,24,9118
neutral/rep0914,0,4,4400958.0,599042.0,0.135,194,7458
neutral/rep0915,0,3,5000539.0,539.0,0.115,121,7800
neutral/rep0916,0,3,4921341.0,78659.0,0.025,8,9480
neutral/rep0917,0,3,6998678.0,1998678.0,0.0375,15,9259
neutral/rep0918,0,0,4948293.0,51707.0,0.025,2,9522
neutral/rep0919,0,2,4762013.0,237987.0,0.075,57,8579
neutral/rep0920,0,1,5062930.0,62930.0,0.32,996,4630
neutral/rep0921,0,1,4686192.0,313808.0,0.1925,389,6541
neutral/rep0922,0,4,5679099.0,679099.0,0.0475,15,9102
neutral/rep0923,0,0,4741632.0,258368.0,0.205,397,6349
neutral/rep0924,0,3,4998805.0,1195.0,0.0625,36,8758
neutral/rep0925,0,4,7043741.0,2043741.0,0.145,217,7340
neutral/rep0926,0,0,5105146.0,105146.0,0.075,55,8531
neutral/rep0927,0,3,4998353.0,1647.0,0.0225,4,9535
neutral/rep0928,0,3,4191661.0,808339.0,0.035,10,9326
neutral/rep0929,0,4,5642719.0,642719.0,0.0925,89,8275
neutral/rep0930,0,2,4998727.0,1273.0,0.0875,63,8385
neutral/rep0931,0,3,6707701.0,1707701.0,0.0125,4,9754
neutral/rep0932,0,3,6567639.0,1567639.0,0.0125,1,9734
neutral/rep0933,0,4,5004262.0,4262.0,0.135,196,7429
neutral/rep0934,0,0,4357853.0,642147.0,0.02,5,9630
neutral/rep0935,0,3,5017262.0,17262.0,0.035,5,9294
neutral/rep0936,0,1,5000343.0,343.0,0.2375,521,5845
neutral/rep0937,0,1,5000000.0,0.0,0.04,17,9202
neutral/rep0938,0,0,4996503.0,3497.0,0.31,927,4777
neutral/rep0939,0,3,3804907.0,1195093.0,0.0525,26,8985
neutral/rep0940,0,4,5088931.0,88931.0,0.0325,13,9380
neutral/rep0941,0,4,9408259.0,4408259.0,0.0575,34,8874
neutral/rep0942,0,2,6202012.0,1202012.0,0.0125,1,9756
neutral/rep0943,0,1,2056319.0,2943681.0,0.0025,0,9954
neutral/rep0944,0,2,4994343.0,5657.0,0.055,36,8980
neutral/rep0945,0,4,5463511.0,463511.0,0.0775,52,8561
neutral/rep0946,0,3,5059352.0,59352.0,0.0475,24,9065
neutral/rep0947,0,3,4958257.0,41743.0,0.0375,12,9288
neutral/rep0948,0,4,5078905.0,78905.0,0.1325,157,7528
neutral/rep0949,0,4,4148728.0,851272.0,0.005,0,9915
neutral/rep0950,0,1,6696131.0,1696131.0,0.01,0,9791
neutral/rep0951,0,2,4999310.0,690.0,0.1025,98,8030
neutral/rep0952,0,4,4344156.0,655844.0,0.0425,15,9177
neutral/rep0953,0,0,4133374.0,866626.0,0.0525,25,8974
neutral/rep0954,0,1,3231947.0,1768053.0,0.08,54,8370
neutral/rep0955,0,3,5228996.0,228996.0,0.0175,6,9628
neutral/rep0956,0,0,5547559.0,547559.0,0.0225,4,9540
neutral/rep0957,0,2,7584322.0,2584322.0,0.0025,0,9960
neutral/rep0958,0,1,5756660.0,756660.0,0.0425,25,9145
neutral/rep0959,0,2,4599683.0,400317.0,0.1875,367,6579
neutral/rep0960,0,3,4621958.0,378042.0,0.075,50,8541
neutral/rep0961,0,3,4884035.0,115965.0,0.015,1,9729
neutral/rep0962,0,2,5142689.0,142689.0,0.01,1,9779
neutral/rep0963,0,1,4748011.0,251989.0,0.4,1644,3538
neutral/rep0964,0,3,4999293.0,707.0,0.0175,4,9640
neutral/rep0965,0,1,4970279.0,29721.0,0.0325,13,9329
neutral/rep0966,0,1,5000050.0,50.0,0.0475,26,9056
neutral/rep0967,0,3,5690314.0,690314.0,0.29,814,5035
neutral/rep0968,0,3,4377401.0,622599.0,0.015,3,9728
neutral/rep0969,0,0,4999256.0,744.0,0.1925,375,6504
neutral/rep0970,0,3,5622800.0,622800.0,0.05,31,9037
neutral/rep0971,0,4,5000444.0,444.0,0.1575,249,7058
neutral/rep0972,0,2,3001828.0,1998172.0,0.1025,115,8038
neutral/rep0973,0,4,2826838.0,2173162.0,0.145,191,7273
neutral/rep0974,0,0,5403776.0,403776.0,0.3375,1115,4440
neutral/rep0975,0,1,4998359.0,1641.0,0.155,233,7127
neutral/rep0976,0,0,5312043.0,312043.0,0.0375,17,9273
neutral/rep0977,0,0,6820505.0,1820505.0,0.045,12,9143
neutral/rep0978,0,3,3275114.0,1724886.0,0.0425,24,9179
neutral/rep0979,0,3,4885404.0,114596.0,0.005,0,9889
neutral/rep0980,0,1,4742839.0,257161.0,0.06,42,8818
neutral/rep0981,0,4,4872097.0,127903.0,0.0625,36,8789
neutral/rep0982,0,3,5149635.0,149635.0,0.0725,46,8517
neutral/rep0983,0,1,4880221.0,119779.0,0.1025,117,7996
neutral/rep0984,0,2,4399098.0,600902.0,0.03,5,9406
neutral/rep0985,0,4,5108938.0,108938.0,0.015,3,9671
neutral/rep0986,0,0,,,0.0,0,0
neutral/rep0987,0,0,5004047.0,4047.0,0.0325,13,9358
neutral/rep0988,0,1,3177727.0,1822273.0,0.1275,153,7601
neutral/rep0989,0,4,3991493.0,1008507.0,0.0575,30,8883
neutral/rep0990,0,4,5087111.0,87111.0,0.2025,421,6393
neutral/rep0991,0,1,5001930.0,1930.0,0.04,13,9231
neutral/rep0992,0,3,5001612.0,1612.0,0.1,96,8106
neutral/rep0993,0,0,6826253.0,1826253.0,0.2475,584,5543
neutral/rep0994,0,1,4996504.0,3496.0,0.1625,267,6961
neutral/rep0995,0,4,4784062.0,215938.0,0.0525,16,8995
neutral/rep0996,0,1,4928313.0,71687.0,0.0175,0,9619
neutral/rep0997,0,4,4981587.0,18413.0,0.0325,10,9349
neutral/rep0998,0,3,2322734.0,2677266.0,0.07,55,8648
neutral/rep0999,0,2,4873745.0,126255.0,0.025,7,9483
