draw_id	phase	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	requested_selection_end_generations_ago	realized_selection_end_generations_ago	exact_sample_alt_count	sample_diploids	candidate_pool_diploids	slim_scaling_factor	mutation_age_generations	selection_start_generations_ago	draw_index	seed	seed_nonce	panel_seed	panel_seed_nonce	timeout_seconds	sequence_length_bp	focal_position_bp	processing_mode	exploratory_screen_ledger_sha256
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw088	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	88	1858041331	0	1339066510	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw089	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	89	1503117699	0	1418275012	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw090	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	90	617560455	0	1070704810	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw091	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	91	1615299614	0	1925557456	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw092	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	92	1036094321	0	229251953	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw093	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	93	1529415388	0	1099855527	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw094	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	94	891769274	0	1394527377	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw095	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	95	364348767	0	989988052	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw096	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	96	564376920	0	1433722422	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw097	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	97	82267853	0	1362827766	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw098	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	98	1857352877	0	623849021	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.100000__q5__draw099	confirmation	0.005	0.1	0.07500000000000001	0.125	0.2	1944.5205320646232	1945.0	20	100	500	5.0	2400.0	2272.0	99	489726092	0	1812847693	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw000	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	0	1218504184	0	993094101	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw001	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	1	1741413501	0	382959175	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw002	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	2	1108728525	0	195148145	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw003	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	3	1366393550	0	656530589	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw004	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	4	272456629	0	882252763	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw005	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	5	523483339	0	638365661	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw006	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	6	295535059	0	334116877	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw007	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	7	1763792649	0	564593112	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw008	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	8	570587063	0	1147750351	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw009	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	9	1925644106	0	74010505	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw010	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	10	414599706	0	325846775	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw011	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	11	600315928	0	1971887201	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw012	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	12	2025327613	0	806714247	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw013	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	13	1314793718	0	1955690592	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw014	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	14	1945061345	0	967411542	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw015	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	15	1343737733	0	525175217	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw016	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	16	1105928169	0	188049363	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw017	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	17	1929204551	0	1324866971	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw018	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	18	953758588	0	523988617	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw019	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	19	1714623841	0	172457536	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw020	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	20	609038069	0	1552266317	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw021	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	21	1813893007	0	1709404740	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw022	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	22	510111576	0	213081284	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw023	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	23	1334167206	0	1009353759	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw024	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	24	1519921431	0	1247821021	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw025	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	25	444673968	0	1403379595	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw026	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	26	1229679404	0	1562738406	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw027	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	27	1245059291	0	1715661488	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw028	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	28	798647184	0	708351903	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw029	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	29	277707881	0	1861937727	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw030	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	30	433853511	0	151370738	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw031	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	31	330089430	0	1562718767	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw032	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	32	1167078387	0	359514407	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw033	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	33	322155558	0	929721088	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw034	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	34	1662428133	0	1801025681	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw035	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	35	163495033	0	1950269990	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw036	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	36	1839294839	0	152985917	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw037	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	37	632892038	0	1985223574	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw038	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	38	923329746	0	615446471	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw039	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	39	1570186046	0	816624786	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw040	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	40	1483687591	0	1982076442	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw041	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	41	2010554163	0	2015968180	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw042	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	42	123257542	0	379025338	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw043	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	43	1805134723	0	58127270	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw044	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	44	885829253	0	355977607	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw045	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	45	1441916855	0	160131193	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw046	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	46	439392306	0	1100056719	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw047	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	47	2115577600	0	2133051464	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw048	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	48	107415415	0	1879218488	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw049	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	49	1910557146	0	277006887	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw050	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	50	829992875	0	774959869	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw051	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	51	333332546	0	1875398027	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw052	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	52	781701222	0	664251247	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw053	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	53	890429832	0	1912576909	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw054	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	54	178606039	0	2058464512	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw055	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	55	1400534655	0	923045458	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw056	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	56	459980823	0	386378613	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw057	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	57	915589635	0	1995663605	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw058	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	58	256726944	0	441501058	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
han_fixed_v2__confirmation__s0.005000__af0.200000__q5__draw059	confirmation	0.005	0.2	0.17500000000000002	0.225	0.2	1879.646114767317	1880.0	40	100	500	5.0	2400.0	2272.0	59	1047185670	0	373843753	0	1800.0	2	1	focal_2bp_forward_only_no_recap_no_neutral_overlay	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa
