base_specification_id	replicate_id	replicate_index	specification_id	selection_coefficient	target_allele_frequency	metric	gamma_smc	tree_truth	tree_truth_expected_sign	gamma_smc_expected_sign	raw_truth_gamma_sign_agreement	gamma_detected_given_truth_expected_sign
intro_s0p010_af40	intro_s0p010_af40__rep002	2	intro_s0p010_af40__rep002	0.01	0.4	alt_minus_ref_mean_tmrca_generations	-12090.71286	-21964.095718886685	True	True	True	True
intro_s0p010_af40	intro_s0p010_af40__rep002	2	intro_s0p010_af40__rep002	0.01	0.4	alt_minus_ref_normalized_cdf_auc	0.4025922025899048	0.44507142857142856	True	True	True	True
intro_s0p010_af40	intro_s0p010_af40__rep004	4	intro_s0p010_af40__rep004	0.01	0.4	alt_minus_ref_mean_tmrca_generations	-8622.670252	605.75	False	True	False	False
intro_s0p010_af40	intro_s0p010_af40__rep004	4	intro_s0p010_af40__rep004	0.01	0.4	alt_minus_ref_normalized_cdf_auc	-0.11787240750840011	-0.3394375	False	False	True	False
intro_s0p010_af40	intro_s0p010_af40__rep007	7	intro_s0p010_af40__rep007	0.01	0.4	alt_minus_ref_mean_tmrca_generations	-14783.842879999998	-19041.58951659741	True	True	True	True
intro_s0p010_af40	intro_s0p010_af40__rep007	7	intro_s0p010_af40__rep007	0.01	0.4	alt_minus_ref_normalized_cdf_auc	0.2095262610004	0.31285714285714283	True	True	True	True
intro_s0p010_af40	intro_s0p010_af40__rep010	10	intro_s0p010_af40__rep010	0.01	0.4	alt_minus_ref_mean_tmrca_generations	-15312.876949000001	-30060.12264758222	True	True	True	True
intro_s0p010_af40	intro_s0p010_af40__rep010	10	intro_s0p010_af40__rep010	0.01	0.4	alt_minus_ref_normalized_cdf_auc	0.23219634803437048	0.44067164179104473	True	True	True	True
intro_s0p010_af50	intro_s0p010_af50__rep004	4	intro_s0p010_af50__rep004	0.01	0.5	alt_minus_ref_mean_tmrca_generations	-8600.622702	-6776.0526315789475	True	True	True	True
intro_s0p010_af50	intro_s0p010_af50__rep004	4	intro_s0p010_af50__rep004	0.01	0.5	alt_minus_ref_normalized_cdf_auc	0.1616096214485	0.5172445820433437	True	True	True	True
intro_s0p010_af60	intro_s0p010_af60__rep001	1	intro_s0p010_af60__rep001	0.01	0.6	alt_minus_ref_mean_tmrca_generations	-11949.501476000001	-10176.056156969516	True	True	True	True
intro_s0p010_af60	intro_s0p010_af60__rep001	1	intro_s0p010_af60__rep001	0.01	0.6	alt_minus_ref_normalized_cdf_auc	0.367327341001208	0.44611111111111107	True	True	True	True
intro_s0p010_af60	intro_s0p010_af60__rep008	8	intro_s0p010_af60__rep008	0.01	0.6	alt_minus_ref_mean_tmrca_generations	-15441.911444000001	-15795.449164470303	True	True	True	True
intro_s0p010_af60	intro_s0p010_af60__rep008	8	intro_s0p010_af60__rep008	0.01	0.6	alt_minus_ref_normalized_cdf_auc	0.36130344242070445	0.3377848101265823	True	True	True	True
intro_s0p010_af60	intro_s0p010_af60__rep009	9	intro_s0p010_af60__rep009	0.01	0.6	alt_minus_ref_mean_tmrca_generations	-8966.321038	-2290.864197530864	True	True	True	True
intro_s0p010_af60	intro_s0p010_af60__rep009	9	intro_s0p010_af60__rep009	0.01	0.6	alt_minus_ref_normalized_cdf_auc	0.3426885202368446	0.4412962962962963	True	True	True	True
intro_s0p010_af70	intro_s0p010_af70__rep003	3	intro_s0p010_af70__rep003	0.01	0.7	alt_minus_ref_mean_tmrca_generations	5663.681977	1470.5555555555557	False	False	True	False
intro_s0p010_af70	intro_s0p010_af70__rep003	3	intro_s0p010_af70__rep003	0.01	0.7	alt_minus_ref_normalized_cdf_auc	-0.4340159948770949	-0.6821666666666666	False	False	True	False
intro_s0p010_af70	intro_s0p010_af70__rep007	7	intro_s0p010_af70__rep007	0.01	0.7	alt_minus_ref_mean_tmrca_generations	-39171.068599	-73853.48959829265	True	True	True	True
intro_s0p010_af70	intro_s0p010_af70__rep007	7	intro_s0p010_af70__rep007	0.01	0.7	alt_minus_ref_normalized_cdf_auc	0.5157909361243097	0.578728813559322	True	True	True	True
intro_s0p010_af80	intro_s0p010_af80__rep009	9	intro_s0p010_af80__rep009	0.01	0.8	alt_minus_ref_mean_tmrca_generations	-7973.821099	-19.26666666666688	True	True	True	True
intro_s0p010_af80	intro_s0p010_af80__rep009	9	intro_s0p010_af80__rep009	0.01	0.8	alt_minus_ref_normalized_cdf_auc	-0.10597246736479998	-0.07443333333333335	False	False	True	False
intro_s0p010_af80	intro_s0p010_af80__rep010	10	intro_s0p010_af80__rep010	0.01	0.8	alt_minus_ref_mean_tmrca_generations	-16698.60869	-50672.12331732461	True	True	True	True
intro_s0p010_af80	intro_s0p010_af80__rep010	10	intro_s0p010_af80__rep010	0.01	0.8	alt_minus_ref_normalized_cdf_auc	0.2107667952000135	0.16249999999999998	True	True	True	True
