key,onset_years,fold,markers,valid_grid_positions,class_partition,native_decoded_counts_exact,original_decoded_grid_changed_cells,original_decoded_grid_max_abs_count_difference,original_truth_exact
neutral/rep0915,0,3,412,128,True,True,0,0,True
neutral/rep0916,0,3,283,93,True,True,0,0,True
neutral/rep0917,0,3,247,70,True,True,0,0,True
neutral/rep0918,0,0,1614,498,True,True,0,0,True
neutral/rep0919,0,2,739,220,True,True,0,0,True
neutral/rep0920,0,1,1362,425,True,True,0,0,True
neutral/rep0921,0,1,618,190,True,True,0,0,True
neutral/rep0922,0,4,56,19,True,True,0,0,True
neutral/rep0923,0,0,1200,380,True,True,0,0,True
neutral/rep0924,0,3,553,176,True,True,0,0,True
neutral/rep0925,0,4,37,12,True,True,0,0,True
neutral/rep0926,0,0,35,13,True,True,0,0,True
neutral/rep0927,0,3,401,119,True,True,0,0,True
neutral/rep0928,0,3,406,117,True,True,0,0,True
neutral/rep0929,0,4,334,106,True,True,0,0,True
neutral/rep0930,0,2,906,281,True,True,0,0,True
neutral/rep0931,0,3,505,152,True,True,0,0,True
neutral/rep0932,0,3,47,13,True,True,0,0,True
neutral/rep0933,0,4,1136,351,True,True,0,0,True
neutral/rep0934,0,0,224,68,True,True,0,0,True
neutral/rep0935,0,3,759,236,True,True,0,0,True
neutral/rep0936,0,1,286,90,True,True,0,0,True
neutral/rep0937,0,1,546,169,True,True,0,0,True
neutral/rep0938,0,0,449,152,True,True,0,0,True
neutral/rep0939,0,3,462,138,True,True,0,0,True
neutral/rep0940,0,4,286,88,True,True,0,0,True
neutral/rep0941,0,4,26,8,True,True,0,0,True
neutral/rep0942,0,2,880,263,True,True,0,0,True
neutral/rep0943,0,1,223,68,True,True,0,0,True
neutral/rep0944,0,2,790,246,True,True,0,0,True
neutral/rep0945,0,4,273,84,True,True,0,0,True
neutral/rep0946,0,3,372,117,True,True,0,0,True
neutral/rep0947,0,3,455,149,True,True,0,0,True
neutral/rep0948,0,4,850,248,True,True,0,0,True
neutral/rep0949,0,4,948,295,True,True,0,0,True
neutral/rep0950,0,1,632,195,True,True,0,0,True
neutral/rep0951,0,2,741,223,True,True,0,0,True
neutral/rep0952,0,4,206,65,True,True,0,0,True
neutral/rep0953,0,0,667,200,True,True,0,0,True
neutral/rep0954,0,1,272,89,True,True,0,0,True
neutral/rep0955,0,3,476,138,True,True,0,0,True
neutral/rep0956,0,0,205,67,True,True,0,0,True
neutral/rep0957,0,2,404,112,True,True,0,0,True
neutral/rep0958,0,1,447,135,True,True,0,0,True
neutral/rep0959,0,2,973,284,True,True,0,0,True
neutral/rep0960,0,3,763,234,True,True,0,0,True
neutral/rep0961,0,3,1187,358,True,True,0,0,True
neutral/rep0962,0,2,477,150,True,True,0,0,True
neutral/rep0963,0,1,59,16,True,True,0,0,True
neutral/rep0964,0,3,502,151,True,True,0,0,True
neutral/rep0965,0,1,972,284,True,True,0,0,True
neutral/rep0966,0,1,1464,441,True,True,0,0,True
neutral/rep0967,0,3,343,100,True,True,0,0,True
neutral/rep0968,0,3,546,164,True,True,0,0,True
neutral/rep0969,0,0,712,218,True,True,0,0,True
neutral/rep0970,0,3,833,247,True,True,0,0,True
neutral/rep0971,0,4,807,253,True,True,0,0,True
neutral/rep0972,0,2,46,16,True,True,0,0,True
neutral/rep0973,0,4,96,30,True,True,0,0,True
neutral/rep0974,0,0,23,9,True,True,0,0,True
neutral/rep0975,0,1,1374,431,True,True,0,0,True
neutral/rep0976,0,0,384,116,True,True,0,0,True
neutral/rep0977,0,0,90,27,True,True,0,0,True
neutral/rep0978,0,3,545,154,True,True,0,0,True
neutral/rep0979,0,3,218,67,True,True,0,0,True
neutral/rep0980,0,1,480,154,True,True,0,0,True
neutral/rep0981,0,4,296,93,True,True,0,0,True
neutral/rep0982,0,3,483,143,True,True,0,0,True
neutral/rep0983,0,1,582,183,True,True,0,0,True
neutral/rep0984,0,2,602,180,True,True,0,0,True
neutral/rep0985,0,4,51,22,True,True,0,0,True
neutral/rep0986,0,0,0,0,True,True,0,0,True
neutral/rep0987,0,0,252,70,True,True,0,0,True
neutral/rep0988,0,1,189,61,True,True,0,0,True
neutral/rep0989,0,4,113,34,True,True,0,0,True
neutral/rep0990,0,4,524,168,True,True,0,0,True
neutral/rep0991,0,1,842,257,True,True,0,0,True
neutral/rep0992,0,3,1172,355,True,True,0,0,True
neutral/rep0993,0,0,1006,311,True,True,0,0,True
neutral/rep0994,0,1,728,214,True,True,0,0,True
neutral/rep0995,0,4,1134,333,True,True,0,0,True
neutral/rep0996,0,1,507,158,True,True,0,0,True
neutral/rep0997,0,4,848,259,True,True,0,0,True
neutral/rep0998,0,3,269,90,True,True,0,0,True
neutral/rep0999,0,2,946,289,True,True,0,0,True
onset10000/rep0000,10000,0,897,265,True,True,0,0,True
onset10000/rep0001,10000,3,846,278,True,True,0,0,True
onset10000/rep0002,10000,0,519,161,True,True,0,0,True
onset10000/rep0003,10000,0,872,254,True,True,0,0,True
onset10000/rep0004,10000,1,1082,328,True,True,0,0,True
onset10000/rep0005,10000,1,827,254,True,True,0,0,True
onset10000/rep0006,10000,1,964,303,True,True,0,0,True
onset10000/rep0007,10000,1,361,114,True,True,0,0,True
onset10000/rep0008,10000,1,1019,317,True,True,0,0,True
onset10000/rep0009,10000,1,180,54,True,True,0,0,True
onset10000/rep0010,10000,0,431,145,True,True,0,0,True
onset10000/rep0011,10000,2,1477,461,True,True,0,0,True
onset10000/rep0012,10000,0,1103,351,True,True,0,0,True
onset10000/rep0013,10000,2,469,148,True,True,0,0,True
onset10000/rep0014,10000,4,443,130,True,True,0,0,True
onset10000/rep0015,10000,2,315,98,True,True,0,0,True
onset10000/rep0016,10000,0,1277,401,True,True,0,0,True
onset10000/rep0017,10000,1,812,243,True,True,0,0,True
onset10000/rep0018,10000,3,1122,348,True,True,0,0,True
onset10000/rep0019,10000,3,882,265,True,True,0,0,True
onset10000/rep0020,10000,2,591,188,True,True,0,0,True
onset10000/rep0021,10000,2,343,104,True,True,0,0,True
onset10000/rep0022,10000,3,910,286,True,True,0,0,True
onset10000/rep0023,10000,1,490,149,True,True,0,0,True
onset10000/rep0024,10000,3,375,119,True,True,0,0,True
onset10000/rep0025,10000,3,957,292,True,True,0,0,True
onset10000/rep0026,10000,1,1146,335,True,True,0,0,True
onset10000/rep0027,10000,0,302,96,True,True,0,0,True
onset10000/rep0028,10000,0,686,223,True,True,0,0,True
onset10000/rep0029,10000,2,983,285,True,True,0,0,True
onset10000/rep0030,10000,1,815,251,True,True,0,0,True
onset10000/rep0031,10000,0,559,179,True,True,0,0,True
onset10000/rep0032,10000,1,1017,305,True,True,0,0,True
onset10000/rep0033,10000,3,1412,416,True,True,0,0,True
onset10000/rep0034,10000,1,1150,348,True,True,0,0,True
onset10000/rep0035,10000,4,552,164,True,True,0,0,True
onset10000/rep0036,10000,1,1064,333,True,True,0,0,True
onset10000/rep0037,10000,4,1150,372,True,True,0,0,True
onset10000/rep0038,10000,2,439,135,True,True,0,0,True
onset10000/rep0039,10000,1,410,128,True,True,0,0,True
onset10000/rep0040,10000,4,704,208,True,True,0,0,True
onset10000/rep0041,10000,1,1154,338,True,True,0,0,True
onset10000/rep0042,10000,3,643,190,True,True,0,0,True
onset10000/rep0043,10000,1,883,268,True,True,0,0,True
onset10000/rep0044,10000,4,1399,417,True,True,0,0,True
onset10000/rep0045,10000,2,550,160,True,True,0,0,True
onset10000/rep0046,10000,4,1050,324,True,True,0,0,True
onset10000/rep0047,10000,4,1242,402,True,True,0,0,True
onset10000/rep0048,10000,3,993,293,True,True,0,0,True
onset10000/rep0049,10000,1,613,186,True,True,0,0,True
onset10000/rep0050,10000,2,708,201,True,True,0,0,True
onset10000/rep0051,10000,4,620,194,True,True,0,0,True
onset10000/rep0052,10000,3,884,270,True,True,0,0,True
onset10000/rep0053,10000,3,816,250,True,True,0,0,True
onset10000/rep0054,10000,2,809,247,True,True,0,0,True
onset10000/rep0055,10000,2,673,219,True,True,0,0,True
onset10000/rep0056,10000,4,250,73,True,True,0,0,True
onset10000/rep0057,10000,3,198,60,True,True,0,0,True
onset10000/rep0058,10000,4,1593,482,True,True,0,0,True
onset10000/rep0059,10000,2,378,123,True,True,0,0,True
onset10000/rep0060,10000,2,1448,422,True,True,0,0,True
onset10000/rep0061,10000,0,1131,352,True,True,0,0,True
onset10000/rep0062,10000,3,1054,315,True,True,0,0,True
onset10000/rep0063,10000,2,1240,383,True,True,0,0,True
onset10000/rep0064,10000,4,515,152,True,True,0,0,True
onset10000/rep0065,10000,3,350,113,True,True,0,0,True
onset10000/rep0066,10000,3,849,259,True,True,0,0,True
onset10000/rep0067,10000,2,636,199,True,True,0,0,True
onset10000/rep0068,10000,0,373,111,True,True,0,0,True
onset10000/rep0069,10000,0,329,90,True,True,0,0,True
onset10000/rep0070,10000,2,569,183,True,True,0,0,True
onset10000/rep0071,10000,1,848,244,True,True,0,0,True
onset10000/rep0072,10000,0,612,180,True,True,0,0,True
onset10000/rep0073,10000,0,1293,405,True,True,0,0,True
onset10000/rep0074,10000,4,265,76,True,True,0,0,True
onset10000/rep0075,10000,4,1443,427,True,True,0,0,True
onset10000/rep0076,10000,2,687,214,True,True,0,0,True
onset10000/rep0077,10000,2,501,151,True,True,0,0,True
onset10000/rep0078,10000,3,838,247,True,True,0,0,True
onset10000/rep0079,10000,0,588,183,True,True,0,0,True
onset10000/rep0080,10000,4,1249,379,True,True,0,0,True
onset10000/rep0081,10000,2,722,239,True,True,0,0,True
onset10000/rep0082,10000,0,1047,320,True,True,0,0,True
onset10000/rep0083,10000,0,380,113,True,True,0,0,True
onset10000/rep0084,10000,2,1108,335,True,True,0,0,True
onset10000/rep0085,10000,3,1068,334,True,True,0,0,True
onset10000/rep0086,10000,4,569,186,True,True,0,0,True
onset10000/rep0087,10000,4,1652,480,True,True,0,0,True
onset10000/rep0088,10000,1,1169,357,True,True,0,0,True
onset10000/rep0089,10000,1,883,272,True,True,0,0,True
onset10000/rep0090,10000,3,614,183,True,True,0,0,True
onset10000/rep0091,10000,0,743,227,True,True,0,0,True
onset10000/rep0092,10000,0,227,75,True,True,0,0,True
onset10000/rep0093,10000,3,487,158,True,True,0,0,True
onset10000/rep0094,10000,4,1306,401,True,True,0,0,True
onset10000/rep0095,10000,4,483,151,True,True,0,0,True
onset10000/rep0096,10000,3,767,241,True,True,0,0,True
onset10000/rep0097,10000,4,382,116,True,True,0,0,True
onset10000/rep0098,10000,4,919,289,True,True,0,0,True
onset10000/rep0099,10000,0,538,163,True,True,0,0,True
