calibration_id	phase	processing_mode	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	candidate_pool_diploids	sample_diploids	exact_sample_alt_count	draw_index	seed	panel_seed	slim_scaling_factor	slim_burn_in	sequence_length_bp	focal_position_bp	origin_age_generations	origin_contract_sha256	event_contract_sha256	cell_contract_sha256	slim_sha256
eas_selected__confirm100__s0.010000__af0.300000__q5__draw072	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	72	1482521016	1630522408	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw073	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	73	1927867802	1498467879	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw074	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	74	1674633344	918967113	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw075	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	75	844880772	610492241	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw076	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	76	359965546	1386096340	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw077	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	77	2075247994	141140347	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw078	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	78	560521074	1808571184	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw079	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	79	1489506557	1158573613	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw080	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	80	1149965587	545453037	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw081	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	81	1906775304	491319676	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw082	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	82	115461134	72909394	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw083	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	83	650793702	1533674765	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw084	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	84	1553729399	747198782	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw085	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	85	1105393153	1480729175	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw086	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	86	1084210389	1132606008	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw087	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	87	106045251	1037494088	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw088	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	88	671541103	1809030258	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw089	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	89	1839038931	364322093	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw090	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	90	174332167	209261809	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw091	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	91	569814948	1607393268	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw092	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	92	364081856	1401442972	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw093	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	93	1847309878	1336200981	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw094	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	94	824263631	2022983743	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw095	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	95	2038432390	98487335	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw096	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	96	100080669	1077560841	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw097	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	97	1088713434	1807136010	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw098	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	98	1921296273	1565551608	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.300000__q5__draw099	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.3	0.27499999999999997	0.325	500	100	60	99	589747343	1061779466	5.0	0.1	2	1	1258.0	3bc0b4353f9cb11b8d34742ad46ccf6ed94a9745db985e17867fe8a3c0d99e5a	7e3fbbb5d9b6782e689e56f3dfe7344378b54b992cfa3375779fc2ed40220edf	b2ff2b052e207c1fe9f479665db6ece313c068e369f2eb11630c45665d8dac25	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw000	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	0	282984926	2025284289	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw001	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	1	83707317	1370854761	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw002	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	2	53771778	1878308634	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw003	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	3	1702828631	2053469951	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw004	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	4	1264726008	232899110	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw005	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	5	1943808333	509732928	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw006	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	6	1801392253	1023080045	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw007	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	7	845409223	87503715	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw008	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	8	1423498552	1388063645	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw009	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	9	593575570	888481176	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw010	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	10	1379362542	1008194306	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw011	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	11	253943897	800172662	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw012	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	12	2013658978	614486904	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw013	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	13	776908897	227117169	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw014	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	14	1045465348	2005084908	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw015	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	15	1979115824	717415653	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw016	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	16	1808145346	1851126444	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw017	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	17	633954690	1627186616	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw018	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	18	685312465	1470952437	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.005000__af0.100000__q5__draw019	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.07500000000000001	0.125	500	100	20	19	1582509844	1786386690	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
