calibration_id	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	analytic_selection_end_generations_ago	analytic_selection_duration_generations	requested_selection_end_generations_ago	realized_selection_end_generations_ago	slim_scaling_factor	candidate_pool_diploids	draw_index	seed	calibration_phase	simulation_mode	sequence_length_bp	focal_position_bp	seed_namespace	upstream_artifact_sha256	reserved_seed_registry_sha256
han_extension__s0.010000__af0.200000__m0.850000__q5__draw001	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	1	1668012715	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw002	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	2	354436366	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw003	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	3	1991349234	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw004	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	4	651623465	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw005	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	5	1885398712	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw006	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	6	1770485709	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw007	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	7	655662328	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw008	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	8	2002699485	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw009	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	9	10186396	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw010	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	10	467346902	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw011	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	11	1291751426	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw012	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	12	1799419829	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw013	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	13	1895461141	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw014	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	14	111728559	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw015	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	15	841410813	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw016	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	16	1930947841	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw017	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	17	1342975377	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw018	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	18	1333320402	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m0.850000__q5__draw019	0.01	0.2	0.175	0.225	0.85	1291.1152869182924	980.8847130817076	1438.2479938805486	1440.0	5.0	500	19	1688448499	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw000	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	0	171638175	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw001	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	1	243618053	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw002	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	2	1613071083	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw003	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	3	1821633746	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw004	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	4	963889946	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw005	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	5	462959174	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw006	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	6	1958451973	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw007	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	7	1709714366	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw008	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	8	449936449	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw009	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	9	1339335670	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw010	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	10	1146424808	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw011	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	11	1808699562	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw012	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	12	336150305	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw013	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	13	528216158	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw014	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	14	1501151427	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw015	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	15	746162915	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw016	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	16	1092534983	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw017	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	17	607505086	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw018	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	18	586300243	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.010000__af0.200000__m1.000000__q5__draw019	0.01	0.2	0.175	0.225	1.0	1291.1152869182924	980.8847130817076	1291.1152869182924	1290.0	5.0	500	19	283817048	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw000	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	0	1809863641	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw001	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	1	378643486	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw002	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	2	1694987067	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw003	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	3	61980030	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw004	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	4	1415169935	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw005	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	5	774361099	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw006	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	6	635261027	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw007	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	7	285772412	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw008	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	8	1329566892	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw009	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	9	81008199	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw010	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	10	259827548	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw011	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	11	1656027227	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw012	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	12	2143616318	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw013	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	13	2009372599	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw014	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	14	1740131098	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw015	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	15	643830991	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw016	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	16	1274364593	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw017	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	17	1991226945	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw018	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	18	1238754838	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.600000__q5__draw019	0.005	0.3	0.2749999999999999	0.325	0.6	94.63197354350996	2177.36802645649	965.5791841261059	965.0	5.0	500	19	921284912	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.700000__q5__draw000	0.005	0.3	0.2749999999999999	0.325	0.7	94.63197354350996	2177.36802645649	747.8423814804571	750.0	5.0	500	0	200914064	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
han_extension__s0.005000__af0.300000__m0.700000__q5__draw001	0.005	0.3	0.2749999999999999	0.325	0.7	94.63197354350996	2177.36802645649	747.8423814804571	750.0	5.0	500	1	14417019	extension	focal_2bp_forward_only_no_recap_no_neutral_overlay	2	1	han_selection_extension_v1	9b9f610f150a1edbce6dce318cd3a376256b7ca1adf20360858aefd29eb288aa	55f816cf015343fac9acb473e5b4325d65aede215c379f6eecbf7d0c8bbadf14
