draw_id	phase	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	exact_sample_alt_count	sample_diploids	candidate_pool_diploids	slim_scaling_factor	mutation_age_generations	selection_start_generations_ago	selection_end_generations_ago	draw_index	seed	seed_nonce	panel_seed	panel_seed_nonce	timeout_seconds	sequence_length_bp	focal_position_bp	processing_mode
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw027	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	27	520160255	0	490066092	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw028	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	28	848465886	0	1962526820	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw029	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	29	1627630434	0	284007614	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw030	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	30	1585443161	0	926624982	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw031	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	31	423093190	0	813568068	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw032	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	32	398500398	0	599008254	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw033	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	33	1865876463	0	1939974746	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw034	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	34	1179178040	0	1115897137	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw035	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	35	1159720873	0	1231500663	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw036	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	36	1534212071	0	1125926131	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw037	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	37	860639092	0	319684687	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw038	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	38	2130465652	0	919764640	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw039	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	39	750196209	0	1532847777	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw040	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	40	1589981911	0	2140648567	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw041	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	41	1657578570	0	1216826869	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw042	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	42	41107756	0	1087365923	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw043	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	43	601054758	0	1658246001	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw044	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	44	519818306	0	1864351254	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw045	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	45	1471054450	0	433530510	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw046	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	46	649680119	0	2127580795	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw047	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	47	618390115	0	1116684089	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw048	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	48	1569622240	0	1927105128	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw049	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	49	1750791173	0	878010072	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw050	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	50	1782551860	0	263784326	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw051	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	51	72728116	0	1245492690	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw052	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	52	1227568746	0	1934168581	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw053	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	53	960388475	0	149317275	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw054	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	54	861023124	0	887957334	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw055	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	55	1386747785	0	910343094	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw056	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	56	209445149	0	1617937684	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw057	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	57	2081884726	0	1071174719	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw058	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	58	315567285	0	1667749021	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw059	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	59	887698561	0	307296858	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw060	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	60	185079459	0	1701303695	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw061	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	61	1028053229	0	308196584	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw062	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	62	1324044052	0	1319993025	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw063	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	63	1310978359	0	1600809728	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw064	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	64	698325187	0	431287506	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw065	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	65	1021629038	0	839043920	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw066	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	66	1293957997	0	1965195426	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw067	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	67	1254420737	0	1960796236	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw068	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	68	878997538	0	667924996	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw069	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	69	1804519816	0	1626006084	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw070	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	70	1653049387	0	922688101	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw071	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	71	818173246	0	1600080869	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw072	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	72	1789533323	0	19507767	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw073	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	73	1545864952	0	306811532	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw074	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	74	868360966	0	1049036625	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw075	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	75	1075942307	0	726396733	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw076	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	76	185748716	0	1468765636	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw077	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	77	993807489	0	1142745478	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw078	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	78	412868240	0	308295809	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw079	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	79	77260336	0	1308396028	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw080	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	80	1701276301	0	1749616820	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw081	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	81	1058494138	0	1939568165	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw082	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	82	1413612447	0	317047371	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw083	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	83	1631569198	0	1365784696	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw084	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	84	435684186	0	616190666	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw085	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	85	545084433	0	997804586	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw086	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	86	524505001	0	1530460493	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw087	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	87	1417796203	0	1239158697	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw088	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	88	318206258	0	92164011	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw089	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	89	1810515015	0	2054214871	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw090	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	90	1449607213	0	2032318328	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw091	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	91	814686462	0	448009146	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw092	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	92	2022817321	0	1666584416	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw093	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	93	1284584900	0	1541513523	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw094	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	94	1168290189	0	1682523137	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw095	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	95	1240612698	0	753544997	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw096	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	96	1839767768	0	1635246080	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw097	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	97	499484582	0	1349954549	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw098	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	98	724500895	0	1169213439	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.100000__q5__draw099	confirmation	0.005	0.1	0.07500000000000001	0.125	20	100	500	5.0	2400.0	2272.0	0.0	99	205129792	0	232416733	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw000	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	0	43126032	0	167191215	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw001	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	1	2145905785	0	2054112607	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw002	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	2	1225636707	0	1279428005	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw003	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	3	1426025722	0	994407489	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw004	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	4	676494887	0	982962553	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw005	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	5	1181214683	0	27029281	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw006	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	6	155156746	0	1642833238	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw007	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	7	874615623	0	1312089444	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw008	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	8	1748420231	0	661889903	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw009	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	9	995958778	0	976542763	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw010	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	10	1636421009	0	279550789	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw011	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	11	437070026	0	2068072112	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw012	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	12	622092592	0	746239373	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw013	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	13	1229638226	0	1975024148	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw014	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	14	744916415	0	1218308651	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw015	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	15	1187560213	0	662775901	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw016	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	16	1022427252	0	1343189487	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw017	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	17	1311476461	0	1816522153	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw018	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	18	888677523	0	1232365706	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw019	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	19	817152857	0	1718823085	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw020	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	20	365295385	0	589138213	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw021	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	21	918128205	0	107640668	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw022	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	22	591136077	0	1185866775	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw023	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	23	858576819	0	1075969928	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw024	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	24	1630429482	0	1037367863	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw025	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	25	194883275	0	1557199469	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
han_frequency_conditioned__confirmation__s0.005000__af0.200000__q5__draw026	confirmation	0.005	0.2	0.17500000000000002	0.225	40	100	500	5.0	2400.0	2272.0	0.0	26	974257518	0	1289403485	0	1800.0	2	1	focal_2bp_raw_forward_no_recap_no_neutral_overlay
