unit_id	demography_id	demography_kind	population	source_model	selection_origin	simulation_class	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	exact_sample_alt_count	sample_diploids	replicate_index	seed	sequence_length_bp	focal_position_bp
eas_phlash_median__af30__selected_s0p005__rep010	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	selected	0.005	0.3	0.27499999999999997	0.325	60	100	10	37314447	10000000	5000000
eas_phlash_median__af30__neutral__rep001	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	1	61035837	10000000	5000000
eas_phlash_median__af30__neutral__rep002	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	2	1669006736	10000000	5000000
eas_phlash_median__af30__neutral__rep003	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	3	624006262	10000000	5000000
eas_phlash_median__af30__neutral__rep004	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	4	797554735	10000000	5000000
eas_phlash_median__af30__neutral__rep005	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	5	2108799948	10000000	5000000
eas_phlash_median__af30__neutral__rep006	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	6	2032361818	10000000	5000000
eas_phlash_median__af30__neutral__rep007	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	7	2052251390	10000000	5000000
eas_phlash_median__af30__neutral__rep008	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	8	928549682	10000000	5000000
eas_phlash_median__af30__neutral__rep009	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	9	261824854	10000000	5000000
eas_phlash_median__af30__neutral__rep010	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	10	142265609	10000000	5000000
eas_phlash_median__af30__neutral__rep011	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	11	2035452508	10000000	5000000
eas_phlash_median__af30__neutral__rep012	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	12	182654313	10000000	5000000
eas_phlash_median__af30__neutral__rep013	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	13	290473191	10000000	5000000
eas_phlash_median__af30__neutral__rep014	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	14	944092854	10000000	5000000
eas_phlash_median__af30__neutral__rep015	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	15	274805946	10000000	5000000
eas_phlash_median__af30__neutral__rep016	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	16	1247333725	10000000	5000000
eas_phlash_median__af30__neutral__rep017	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	17	1907241045	10000000	5000000
eas_phlash_median__af30__neutral__rep018	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	18	1823169103	10000000	5000000
eas_phlash_median__af30__neutral__rep019	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	19	149387285	10000000	5000000
eas_phlash_median__af30__neutral__rep020	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	20	1694876130	10000000	5000000
eas_phlash_median__af30__neutral__rep021	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	21	1763607922	10000000	5000000
eas_phlash_median__af30__neutral__rep022	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	22	1864215543	10000000	5000000
eas_phlash_median__af30__neutral__rep023	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	23	1004455755	10000000	5000000
eas_phlash_median__af30__neutral__rep024	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	24	1126167172	10000000	5000000
eas_phlash_median__af30__neutral__rep025	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	25	1635488283	10000000	5000000
eas_phlash_median__af30__neutral__rep026	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	26	195960111	10000000	5000000
eas_phlash_median__af30__neutral__rep027	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	27	806058958	10000000	5000000
eas_phlash_median__af30__neutral__rep028	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	28	637885700	10000000	5000000
eas_phlash_median__af30__neutral__rep029	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	29	803287646	10000000	5000000
eas_phlash_median__af30__neutral__rep030	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	30	486242900	10000000	5000000
eas_phlash_median__af30__neutral__rep031	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	31	1331946314	10000000	5000000
eas_phlash_median__af30__neutral__rep032	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	32	1012178396	10000000	5000000
eas_phlash_median__af30__neutral__rep033	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	33	936819934	10000000	5000000
eas_phlash_median__af30__neutral__rep034	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	34	20675625	10000000	5000000
eas_phlash_median__af30__neutral__rep035	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	35	1498480934	10000000	5000000
eas_phlash_median__af30__neutral__rep036	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	36	1715927210	10000000	5000000
eas_phlash_median__af30__neutral__rep037	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	37	1015420250	10000000	5000000
eas_phlash_median__af30__neutral__rep038	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	38	2088391858	10000000	5000000
eas_phlash_median__af30__neutral__rep039	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	39	1291663537	10000000	5000000
eas_phlash_median__af30__neutral__rep040	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	40	1174828990	10000000	5000000
eas_phlash_median__af30__neutral__rep041	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	41	1943694124	10000000	5000000
eas_phlash_median__af30__neutral__rep042	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	42	1657376958	10000000	5000000
eas_phlash_median__af30__neutral__rep043	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	43	701080651	10000000	5000000
eas_phlash_median__af30__neutral__rep044	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	44	1787419228	10000000	5000000
eas_phlash_median__af30__neutral__rep045	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	45	1929113055	10000000	5000000
eas_phlash_median__af30__neutral__rep046	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	46	508057991	10000000	5000000
eas_phlash_median__af30__neutral__rep047	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	47	773005058	10000000	5000000
eas_phlash_median__af30__neutral__rep048	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	48	1181827471	10000000	5000000
eas_phlash_median__af30__neutral__rep049	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	49	1940776870	10000000	5000000
eas_phlash_median__af30__neutral__rep050	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	50	1093269927	10000000	5000000
eas_phlash_median__af30__neutral__rep051	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	51	1304877720	10000000	5000000
eas_phlash_median__af30__neutral__rep052	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	52	657340377	10000000	5000000
eas_phlash_median__af30__neutral__rep053	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	53	599086169	10000000	5000000
eas_phlash_median__af30__neutral__rep054	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	54	865167160	10000000	5000000
eas_phlash_median__af30__neutral__rep055	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	55	190312444	10000000	5000000
eas_phlash_median__af30__neutral__rep056	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	56	155463583	10000000	5000000
eas_phlash_median__af30__neutral__rep057	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	57	347947500	10000000	5000000
eas_phlash_median__af30__neutral__rep058	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	58	1327568793	10000000	5000000
eas_phlash_median__af30__neutral__rep059	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	59	443708966	10000000	5000000
eas_phlash_median__af30__neutral__rep060	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	60	204143678	10000000	5000000
eas_phlash_median__af30__neutral__rep061	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	61	807071261	10000000	5000000
eas_phlash_median__af30__neutral__rep062	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	62	432998800	10000000	5000000
eas_phlash_median__af30__neutral__rep063	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	63	1599208550	10000000	5000000
eas_phlash_median__af30__neutral__rep064	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	64	1003619194	10000000	5000000
eas_phlash_median__af30__neutral__rep065	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	65	1115914333	10000000	5000000
eas_phlash_median__af30__neutral__rep066	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	66	368021296	10000000	5000000
eas_phlash_median__af30__neutral__rep067	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	67	1849762385	10000000	5000000
eas_phlash_median__af30__neutral__rep068	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	68	701906873	10000000	5000000
eas_phlash_median__af30__neutral__rep069	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	69	2040471979	10000000	5000000
eas_phlash_median__af30__neutral__rep070	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	70	902489432	10000000	5000000
eas_phlash_median__af30__neutral__rep071	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	71	1460444093	10000000	5000000
eas_phlash_median__af30__neutral__rep072	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	72	1447327552	10000000	5000000
eas_phlash_median__af30__neutral__rep073	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	73	1109265862	10000000	5000000
eas_phlash_median__af30__neutral__rep074	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	74	1527039969	10000000	5000000
eas_phlash_median__af30__neutral__rep075	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	75	1353592076	10000000	5000000
eas_phlash_median__af30__neutral__rep076	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	76	672008194	10000000	5000000
eas_phlash_median__af30__neutral__rep077	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	77	1002164826	10000000	5000000
eas_phlash_median__af30__neutral__rep078	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	78	1490279571	10000000	5000000
eas_phlash_median__af30__neutral__rep079	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	79	310395678	10000000	5000000
eas_phlash_median__af30__neutral__rep080	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	80	174367144	10000000	5000000
eas_phlash_median__af30__neutral__rep081	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	81	176718018	10000000	5000000
eas_phlash_median__af30__neutral__rep082	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	82	461941958	10000000	5000000
eas_phlash_median__af30__neutral__rep083	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	83	1215459408	10000000	5000000
eas_phlash_median__af30__neutral__rep084	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	84	1543183870	10000000	5000000
eas_phlash_median__af30__neutral__rep085	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	85	2069628344	10000000	5000000
eas_phlash_median__af30__neutral__rep086	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	86	482723464	10000000	5000000
eas_phlash_median__af30__neutral__rep087	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	87	1347153952	10000000	5000000
eas_phlash_median__af30__neutral__rep088	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	88	981074513	10000000	5000000
eas_phlash_median__af30__neutral__rep089	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	89	1079711834	10000000	5000000
eas_phlash_median__af30__neutral__rep090	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	90	995319347	10000000	5000000
eas_phlash_median__af30__neutral__rep091	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	91	529736245	10000000	5000000
eas_phlash_median__af30__neutral__rep092	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	92	217519993	10000000	5000000
eas_phlash_median__af30__neutral__rep093	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	93	490954942	10000000	5000000
eas_phlash_median__af30__neutral__rep094	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	94	1848734918	10000000	5000000
eas_phlash_median__af30__neutral__rep095	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	95	452750217	10000000	5000000
eas_phlash_median__af30__neutral__rep096	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	96	1524457066	10000000	5000000
eas_phlash_median__af30__neutral__rep097	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	97	124747836	10000000	5000000
eas_phlash_median__af30__neutral__rep098	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	98	1428064070	10000000	5000000
eas_phlash_median__af30__neutral__rep099	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	99	1398425645	10000000	5000000
eas_phlash_median__af30__neutral__rep100	eas_phlash_median	no_introgression	EAS	PHLASH EAS pointwise median trajectory	de_novo	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	100	1810902419	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep001	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	1	668313302	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep002	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	2	829272986	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep003	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	3	419453956	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep004	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	4	1086654066	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep005	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	5	636880012	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep006	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	6	688202565	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep007	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	7	828451470	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep008	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	8	2067949354	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep009	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	9	1237249491	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p010__rep010	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.01	0.1	0.07500000000000001	0.125	20	100	10	313557322	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep001	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	1	123020163	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep002	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	2	1415888025	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep003	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	3	497556174	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep004	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	4	1612230432	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep005	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	5	1401958028	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep006	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	6	57491474	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep007	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	7	320309931	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep008	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	8	228382302	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep009	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	9	654174791	10000000	5000000
ancient_eurasia_han_introgression__af10__selected_s0p005__rep010	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.1	0.07500000000000001	0.125	20	100	10	1586358658	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep001	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	1	1971049592	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep002	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	2	611006288	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep003	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	3	353043692	10000000	5000000
ancient_eurasia_han_introgression__af10__neutral__rep004	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.1	0.07500000000000001	0.125	20	100	4	2013539757	10000000	5000000
