source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,selected_n,selected_called,selected_fraction,neutral_n,neutral_called,neutral_fraction,nonfixed_n,nonfixed_fraction
truth,5000,0.05,50000,0,3,100,51,0.51,1000,524,0.524,99,0.5050505050505051
truth,5000,0.05,50000,0,5,100,35,0.35,1000,346,0.346,99,0.3434343434343434
truth,5000,0.05,50000,0,10,100,12,0.12,1000,109,0.109,99,0.12121212121212122
truth,5000,0.05,50000,0,20,100,0,0.0,1000,19,0.019,99,0.0
truth,5000,0.05,50000,1,1,100,75,0.75,1000,808,0.808,99,0.7474747474747475
truth,5000,0.05,50000,1,3,100,54,0.54,1000,559,0.559,99,0.5353535353535354
truth,5000,0.05,50000,1,5,100,37,0.37,1000,387,0.387,99,0.36363636363636365
truth,5000,0.05,50000,1,10,100,14,0.14,1000,138,0.138,99,0.1414141414141414
truth,5000,0.05,50000,1,20,100,0,0.0,1000,27,0.027,99,0.0
truth,10000,0.001,10000,0,1,100,24,0.24,1000,200,0.2,99,0.23232323232323232
truth,10000,0.001,10000,0,3,100,12,0.12,1000,91,0.091,99,0.12121212121212122
truth,10000,0.001,10000,0,5,100,6,0.06,1000,49,0.049,99,0.06060606060606061
truth,10000,0.001,10000,0,10,100,0,0.0,1000,6,0.006,99,0.0
truth,10000,0.001,10000,0,20,100,0,0.0,1000,1,0.001,99,0.0
truth,10000,0.001,10000,1,1,100,24,0.24,1000,200,0.2,99,0.23232323232323232
truth,10000,0.001,10000,1,3,100,13,0.13,1000,97,0.097,99,0.13131313131313133
truth,10000,0.001,10000,1,5,100,7,0.07,1000,57,0.057,99,0.0707070707070707
truth,10000,0.001,10000,1,10,100,1,0.01,1000,10,0.01,99,0.010101010101010102
truth,10000,0.001,10000,1,20,100,0,0.0,1000,1,0.001,99,0.0
truth,10000,0.001,20000,0,1,100,21,0.21,1000,161,0.161,99,0.20202020202020202
truth,10000,0.001,20000,0,3,100,7,0.07,1000,44,0.044,99,0.0707070707070707
truth,10000,0.001,20000,0,5,100,1,0.01,1000,9,0.009,99,0.010101010101010102
truth,10000,0.001,20000,0,10,100,0,0.0,1000,1,0.001,99,0.0
truth,10000,0.001,20000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.001,20000,1,1,100,21,0.21,1000,161,0.161,99,0.20202020202020202
truth,10000,0.001,20000,1,3,100,8,0.08,1000,49,0.049,99,0.08080808080808081
truth,10000,0.001,20000,1,5,100,3,0.03,1000,13,0.013,99,0.030303030303030304
truth,10000,0.001,20000,1,10,100,0,0.0,1000,1,0.001,99,0.0
truth,10000,0.001,20000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.001,50000,0,1,100,11,0.11,1000,114,0.114,99,0.10101010101010101
truth,10000,0.001,50000,0,3,100,2,0.02,1000,5,0.005,99,0.020202020202020204
truth,10000,0.001,50000,0,5,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.001,50000,1,1,100,11,0.11,1000,114,0.114,99,0.10101010101010101
truth,10000,0.001,50000,1,3,100,2,0.02,1000,5,0.005,99,0.020202020202020204
truth,10000,0.001,50000,1,5,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.01,10000,0,1,100,88,0.88,1000,750,0.75,99,0.8787878787878788
truth,10000,0.01,10000,0,3,100,67,0.67,1000,524,0.524,99,0.6666666666666666
truth,10000,0.01,10000,0,5,100,46,0.46,1000,374,0.374,99,0.45454545454545453
truth,10000,0.01,10000,0,10,100,22,0.22,1000,157,0.157,99,0.2222222222222222
truth,10000,0.01,10000,0,20,100,4,0.04,1000,35,0.035,99,0.04040404040404041
truth,10000,0.01,10000,1,1,100,88,0.88,1000,750,0.75,99,0.8787878787878788
truth,10000,0.01,10000,1,3,100,70,0.7,1000,541,0.541,99,0.696969696969697
truth,10000,0.01,10000,1,5,100,47,0.47,1000,411,0.411,99,0.46464646464646464
truth,10000,0.01,10000,1,10,100,28,0.28,1000,183,0.183,99,0.2828282828282828
truth,10000,0.01,10000,1,20,100,9,0.09,1000,42,0.042,99,0.09090909090909091
truth,10000,0.01,20000,0,1,100,80,0.8,1000,702,0.702,99,0.797979797979798
truth,10000,0.01,20000,0,3,100,46,0.46,1000,363,0.363,99,0.45454545454545453
truth,10000,0.01,20000,0,5,100,27,0.27,1000,194,0.194,99,0.2727272727272727
truth,10000,0.01,20000,0,10,100,7,0.07,1000,42,0.042,99,0.0707070707070707
truth,10000,0.01,20000,0,20,100,0,0.0,1000,3,0.003,99,0.0
truth,10000,0.01,20000,1,1,100,80,0.8,1000,702,0.702,99,0.797979797979798
truth,10000,0.01,20000,1,3,100,48,0.48,1000,388,0.388,99,0.47474747474747475
truth,10000,0.01,20000,1,5,100,28,0.28,1000,227,0.227,99,0.2828282828282828
truth,10000,0.01,20000,1,10,100,9,0.09,1000,55,0.055,99,0.09090909090909091
truth,10000,0.01,20000,1,20,100,1,0.01,1000,7,0.007,99,0.010101010101010102
truth,10000,0.01,50000,0,1,100,72,0.72,1000,599,0.599,99,0.7171717171717171
truth,10000,0.01,50000,0,3,100,22,0.22,1000,142,0.142,99,0.2222222222222222
truth,10000,0.01,50000,0,5,100,6,0.06,1000,35,0.035,99,0.06060606060606061
truth,10000,0.01,50000,0,10,100,0,0.0,1000,2,0.002,99,0.0
truth,10000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.01,50000,1,1,100,72,0.72,1000,599,0.599,99,0.7171717171717171
truth,10000,0.01,50000,1,3,100,25,0.25,1000,164,0.164,99,0.25252525252525254
truth,10000,0.01,50000,1,5,100,9,0.09,1000,51,0.051,99,0.09090909090909091
truth,10000,0.01,50000,1,10,100,1,0.01,1000,5,0.005,99,0.010101010101010102
truth,10000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,10000,0.05,10000,0,1,100,99,0.99,1000,987,0.987,99,0.98989898989899
truth,10000,0.05,10000,0,3,100,97,0.97,1000,938,0.938,99,0.9696969696969697
truth,10000,0.05,10000,0,5,100,91,0.91,1000,876,0.876,99,0.9090909090909091
truth,10000,0.05,10000,0,10,100,75,0.75,1000,645,0.645,99,0.7474747474747475
truth,10000,0.05,10000,0,20,100,33,0.33,1000,282,0.282,99,0.3333333333333333
truth,10000,0.05,10000,1,1,100,99,0.99,1000,987,0.987,99,0.98989898989899
truth,10000,0.05,10000,1,3,100,98,0.98,1000,943,0.943,99,0.9797979797979798
truth,10000,0.05,10000,1,5,100,93,0.93,1000,889,0.889,99,0.9292929292929293
truth,10000,0.05,10000,1,10,100,80,0.8,1000,697,0.697,99,0.797979797979798
truth,10000,0.05,10000,1,20,100,38,0.38,1000,331,0.331,99,0.37373737373737376
truth,10000,0.05,20000,0,1,100,99,0.99,1000,977,0.977,99,0.98989898989899
truth,10000,0.05,20000,0,3,100,91,0.91,1000,870,0.87,99,0.9090909090909091
truth,10000,0.05,20000,0,5,100,84,0.84,1000,701,0.701,99,0.8383838383838383
truth,10000,0.05,20000,0,10,100,39,0.39,1000,328,0.328,99,0.3838383838383838
truth,10000,0.05,20000,0,20,100,8,0.08,1000,55,0.055,99,0.08080808080808081
truth,10000,0.05,20000,1,1,100,99,0.99,1000,977,0.977,99,0.98989898989899
truth,10000,0.05,20000,1,3,100,92,0.92,1000,888,0.888,99,0.9191919191919192
truth,10000,0.05,20000,1,5,100,86,0.86,1000,738,0.738,99,0.8585858585858586
truth,10000,0.05,20000,1,10,100,41,0.41,1000,403,0.403,99,0.40404040404040403
truth,10000,0.05,20000,1,20,100,11,0.11,1000,84,0.084,99,0.1111111111111111
truth,10000,0.05,50000,0,1,100,99,0.99,1000,958,0.958,99,0.98989898989899
truth,10000,0.05,50000,0,3,100,75,0.75,1000,621,0.621,99,0.7474747474747475
truth,10000,0.05,50000,0,5,100,31,0.31,1000,288,0.288,99,0.31313131313131315
truth,10000,0.05,50000,0,10,100,7,0.07,1000,45,0.045,99,0.0707070707070707
truth,10000,0.05,50000,0,20,100,0,0.0,1000,1,0.001,99,0.0
truth,10000,0.05,50000,1,1,100,99,0.99,1000,958,0.958,99,0.98989898989899
truth,10000,0.05,50000,1,3,100,80,0.8,1000,670,0.67,99,0.797979797979798
truth,10000,0.05,50000,1,5,100,43,0.43,1000,364,0.364,99,0.42424242424242425
truth,10000,0.05,50000,1,10,100,10,0.1,1000,67,0.067,99,0.10101010101010101
truth,10000,0.05,50000,1,20,100,0,0.0,1000,2,0.002,99,0.0
truth,20000,0.001,10000,0,1,100,30,0.3,1000,223,0.223,99,0.30303030303030304
truth,20000,0.001,10000,0,3,100,17,0.17,1000,85,0.085,99,0.1717171717171717
truth,20000,0.001,10000,0,5,100,11,0.11,1000,43,0.043,99,0.1111111111111111
truth,20000,0.001,10000,0,10,100,6,0.06,1000,11,0.011,99,0.06060606060606061
truth,20000,0.001,10000,0,20,100,3,0.03,1000,2,0.002,99,0.030303030303030304
truth,20000,0.001,10000,1,1,100,30,0.3,1000,223,0.223,99,0.30303030303030304
truth,20000,0.001,10000,1,3,100,18,0.18,1000,101,0.101,99,0.18181818181818182
truth,20000,0.001,10000,1,5,100,12,0.12,1000,47,0.047,99,0.12121212121212122
truth,20000,0.001,10000,1,10,100,6,0.06,1000,13,0.013,99,0.06060606060606061
truth,20000,0.001,10000,1,20,100,3,0.03,1000,3,0.003,99,0.030303030303030304
truth,20000,0.001,20000,0,1,100,28,0.28,1000,182,0.182,99,0.2828282828282828
truth,20000,0.001,20000,0,3,100,10,0.1,1000,47,0.047,99,0.10101010101010101
truth,20000,0.001,20000,0,5,100,7,0.07,1000,15,0.015,99,0.0707070707070707
truth,20000,0.001,20000,0,10,100,3,0.03,1000,2,0.002,99,0.030303030303030304
truth,20000,0.001,20000,0,20,100,1,0.01,1000,0,0.0,99,0.010101010101010102
truth,20000,0.001,20000,1,1,100,28,0.28,1000,182,0.182,99,0.2828282828282828
truth,20000,0.001,20000,1,3,100,11,0.11,1000,50,0.05,99,0.1111111111111111
truth,20000,0.001,20000,1,5,100,8,0.08,1000,21,0.021,99,0.08080808080808081
truth,20000,0.001,20000,1,10,100,3,0.03,1000,3,0.003,99,0.030303030303030304
truth,20000,0.001,20000,1,20,100,2,0.02,1000,0,0.0,99,0.020202020202020204
truth,20000,0.001,50000,0,1,100,19,0.19,1000,125,0.125,99,0.1919191919191919
truth,20000,0.001,50000,0,3,100,7,0.07,1000,8,0.008,99,0.0707070707070707
truth,20000,0.001,50000,0,5,100,3,0.03,1000,3,0.003,99,0.030303030303030304
truth,20000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,20000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,20000,0.001,50000,1,1,100,19,0.19,1000,125,0.125,99,0.1919191919191919
truth,20000,0.001,50000,1,3,100,8,0.08,1000,12,0.012,99,0.08080808080808081
truth,20000,0.001,50000,1,5,100,3,0.03,1000,4,0.004,99,0.030303030303030304
truth,20000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,99,0.0
truth,20000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,20000,0.01,10000,0,1,100,86,0.86,1000,744,0.744,99,0.8585858585858586
truth,20000,0.01,10000,0,3,100,60,0.6,1000,551,0.551,99,0.6060606060606061
truth,20000,0.01,10000,0,5,100,49,0.49,1000,392,0.392,99,0.494949494949495
truth,20000,0.01,10000,0,10,100,27,0.27,1000,175,0.175,99,0.2727272727272727
truth,20000,0.01,10000,0,20,100,13,0.13,1000,43,0.043,99,0.13131313131313133
truth,20000,0.01,10000,1,1,100,86,0.86,1000,744,0.744,99,0.8585858585858586
truth,20000,0.01,10000,1,3,100,61,0.61,1000,565,0.565,99,0.6161616161616161
truth,20000,0.01,10000,1,5,100,53,0.53,1000,414,0.414,99,0.5353535353535354
truth,20000,0.01,10000,1,10,100,32,0.32,1000,201,0.201,99,0.32323232323232326
truth,20000,0.01,10000,1,20,100,15,0.15,1000,58,0.058,99,0.15151515151515152
truth,20000,0.01,20000,0,1,100,79,0.79,1000,700,0.7,99,0.797979797979798
truth,20000,0.01,20000,0,3,100,45,0.45,1000,384,0.384,99,0.45454545454545453
truth,20000,0.01,20000,0,5,100,33,0.33,1000,208,0.208,99,0.3333333333333333
truth,20000,0.01,20000,0,10,100,16,0.16,1000,55,0.055,99,0.16161616161616163
truth,20000,0.01,20000,0,20,100,3,0.03,1000,5,0.005,99,0.030303030303030304
truth,20000,0.01,20000,1,1,100,79,0.79,1000,700,0.7,99,0.797979797979798
truth,20000,0.01,20000,1,3,100,47,0.47,1000,406,0.406,99,0.47474747474747475
truth,20000,0.01,20000,1,5,100,35,0.35,1000,241,0.241,99,0.35353535353535354
truth,20000,0.01,20000,1,10,100,17,0.17,1000,71,0.071,99,0.1717171717171717
truth,20000,0.01,20000,1,20,100,3,0.03,1000,6,0.006,99,0.030303030303030304
truth,20000,0.01,50000,0,1,100,70,0.7,1000,614,0.614,99,0.696969696969697
truth,20000,0.01,50000,0,3,100,28,0.28,1000,164,0.164,99,0.2828282828282828
truth,20000,0.01,50000,0,5,100,12,0.12,1000,44,0.044,99,0.12121212121212122
truth,20000,0.01,50000,0,10,100,2,0.02,1000,2,0.002,99,0.020202020202020204
truth,20000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,20000,0.01,50000,1,1,100,70,0.7,1000,614,0.614,99,0.696969696969697
truth,20000,0.01,50000,1,3,100,29,0.29,1000,181,0.181,99,0.29292929292929293
truth,20000,0.01,50000,1,5,100,14,0.14,1000,57,0.057,99,0.1414141414141414
truth,20000,0.01,50000,1,10,100,2,0.02,1000,2,0.002,99,0.020202020202020204
truth,20000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,20000,0.05,10000,0,1,100,100,1.0,1000,990,0.99,99,1.0
truth,20000,0.05,10000,0,3,100,98,0.98,1000,956,0.956,99,0.9797979797979798
truth,20000,0.05,10000,0,5,100,96,0.96,1000,889,0.889,99,0.9595959595959596
truth,20000,0.05,10000,0,10,100,81,0.81,1000,675,0.675,99,0.8080808080808081
truth,20000,0.05,10000,0,20,100,39,0.39,1000,299,0.299,99,0.3939393939393939
truth,20000,0.05,10000,1,1,100,100,1.0,1000,990,0.99,99,1.0
truth,20000,0.05,10000,1,3,100,98,0.98,1000,961,0.961,99,0.9797979797979798
truth,20000,0.05,10000,1,5,100,96,0.96,1000,908,0.908,99,0.9595959595959596
truth,20000,0.05,10000,1,10,100,84,0.84,1000,724,0.724,99,0.8383838383838383
truth,20000,0.05,10000,1,20,100,46,0.46,1000,345,0.345,99,0.45454545454545453
truth,20000,0.05,20000,0,1,100,100,1.0,1000,985,0.985,99,1.0
truth,20000,0.05,20000,0,3,100,96,0.96,1000,889,0.889,99,0.9595959595959596
truth,20000,0.05,20000,0,5,100,83,0.83,1000,730,0.73,99,0.8282828282828283
truth,20000,0.05,20000,0,10,100,46,0.46,1000,340,0.34,99,0.45454545454545453
truth,20000,0.05,20000,0,20,100,11,0.11,1000,56,0.056,99,0.1111111111111111
truth,20000,0.05,20000,1,1,100,100,1.0,1000,985,0.985,99,1.0
truth,20000,0.05,20000,1,3,100,96,0.96,1000,903,0.903,99,0.9595959595959596
truth,20000,0.05,20000,1,5,100,88,0.88,1000,776,0.776,99,0.8787878787878788
truth,20000,0.05,20000,1,10,100,53,0.53,1000,411,0.411,99,0.5252525252525253
truth,20000,0.05,20000,1,20,100,14,0.14,1000,81,0.081,99,0.1414141414141414
truth,20000,0.05,50000,0,1,100,98,0.98,1000,973,0.973,99,0.9797979797979798
truth,20000,0.05,50000,0,3,100,75,0.75,1000,638,0.638,99,0.7474747474747475
truth,20000,0.05,50000,0,5,100,45,0.45,1000,320,0.32,99,0.45454545454545453
truth,20000,0.05,50000,0,10,100,6,0.06,1000,41,0.041,99,0.06060606060606061
truth,20000,0.05,50000,0,20,100,1,0.01,1000,0,0.0,99,0.010101010101010102
truth,20000,0.05,50000,1,1,100,98,0.98,1000,973,0.973,99,0.9797979797979798
truth,20000,0.05,50000,1,3,100,84,0.84,1000,689,0.689,99,0.8383838383838383
truth,20000,0.05,50000,1,5,100,54,0.54,1000,391,0.391,99,0.5454545454545454
truth,20000,0.05,50000,1,10,100,9,0.09,1000,63,0.063,99,0.09090909090909091
truth,20000,0.05,50000,1,20,100,1,0.01,1000,2,0.002,99,0.010101010101010102
truth,30000,0.001,10000,0,1,100,36,0.36,1000,243,0.243,99,0.36363636363636365
truth,30000,0.001,10000,0,3,100,16,0.16,1000,90,0.09,99,0.16161616161616163
truth,30000,0.001,10000,0,5,100,12,0.12,1000,41,0.041,99,0.12121212121212122
truth,30000,0.001,10000,0,10,100,5,0.05,1000,10,0.01,99,0.050505050505050504
truth,30000,0.001,10000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,10000,1,1,100,36,0.36,1000,243,0.243,99,0.36363636363636365
truth,30000,0.001,10000,1,3,100,17,0.17,1000,103,0.103,99,0.1717171717171717
truth,30000,0.001,10000,1,5,100,13,0.13,1000,53,0.053,99,0.13131313131313133
truth,30000,0.001,10000,1,10,100,7,0.07,1000,13,0.013,99,0.0707070707070707
truth,30000,0.001,10000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,20000,0,1,100,31,0.31,1000,194,0.194,99,0.31313131313131315
truth,30000,0.001,20000,0,3,100,12,0.12,1000,49,0.049,99,0.12121212121212122
truth,30000,0.001,20000,0,5,100,6,0.06,1000,13,0.013,99,0.06060606060606061
truth,30000,0.001,20000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,20000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,20000,1,1,100,31,0.31,1000,194,0.194,99,0.31313131313131315
truth,30000,0.001,20000,1,3,100,12,0.12,1000,54,0.054,99,0.12121212121212122
truth,30000,0.001,20000,1,5,100,8,0.08,1000,17,0.017,99,0.08080808080808081
truth,30000,0.001,20000,1,10,100,1,0.01,1000,2,0.002,99,0.010101010101010102
truth,30000,0.001,20000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,50000,0,1,100,27,0.27,1000,125,0.125,99,0.2727272727272727
truth,30000,0.001,50000,0,3,100,4,0.04,1000,9,0.009,99,0.04040404040404041
truth,30000,0.001,50000,0,5,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,50000,1,1,100,27,0.27,1000,125,0.125,99,0.2727272727272727
truth,30000,0.001,50000,1,3,100,7,0.07,1000,11,0.011,99,0.0707070707070707
truth,30000,0.001,50000,1,5,100,0,0.0,1000,1,0.001,99,0.0
truth,30000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.01,10000,0,1,100,93,0.93,1000,820,0.82,99,0.9292929292929293
truth,30000,0.01,10000,0,3,100,77,0.77,1000,596,0.596,99,0.7676767676767676
truth,30000,0.01,10000,0,5,100,62,0.62,1000,426,0.426,99,0.6262626262626263
truth,30000,0.01,10000,0,10,100,34,0.34,1000,180,0.18,99,0.3434343434343434
truth,30000,0.01,10000,0,20,100,13,0.13,1000,30,0.03,99,0.13131313131313133
truth,30000,0.01,10000,1,1,100,93,0.93,1000,820,0.82,99,0.9292929292929293
truth,30000,0.01,10000,1,3,100,77,0.77,1000,613,0.613,99,0.7676767676767676
truth,30000,0.01,10000,1,5,100,64,0.64,1000,452,0.452,99,0.6464646464646465
truth,30000,0.01,10000,1,10,100,39,0.39,1000,210,0.21,99,0.3939393939393939
truth,30000,0.01,10000,1,20,100,17,0.17,1000,38,0.038,99,0.1717171717171717
truth,30000,0.01,20000,0,1,100,93,0.93,1000,773,0.773,99,0.9292929292929293
truth,30000,0.01,20000,0,3,100,59,0.59,1000,418,0.418,99,0.5959595959595959
truth,30000,0.01,20000,0,5,100,40,0.4,1000,209,0.209,99,0.40404040404040403
truth,30000,0.01,20000,0,10,100,14,0.14,1000,36,0.036,99,0.1414141414141414
truth,30000,0.01,20000,0,20,100,2,0.02,1000,0,0.0,99,0.020202020202020204
truth,30000,0.01,20000,1,1,100,93,0.93,1000,773,0.773,99,0.9292929292929293
truth,30000,0.01,20000,1,3,100,61,0.61,1000,441,0.441,99,0.6161616161616161
truth,30000,0.01,20000,1,5,100,43,0.43,1000,247,0.247,99,0.43434343434343436
truth,30000,0.01,20000,1,10,100,20,0.2,1000,47,0.047,99,0.20202020202020202
truth,30000,0.01,20000,1,20,100,3,0.03,1000,3,0.003,99,0.030303030303030304
truth,30000,0.01,50000,0,1,100,80,0.8,1000,654,0.654,99,0.797979797979798
truth,30000,0.01,50000,0,3,100,32,0.32,1000,153,0.153,99,0.32323232323232326
truth,30000,0.01,50000,0,5,100,13,0.13,1000,28,0.028,99,0.13131313131313133
truth,30000,0.01,50000,0,10,100,1,0.01,1000,2,0.002,99,0.010101010101010102
truth,30000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.01,50000,1,1,100,80,0.8,1000,654,0.654,99,0.797979797979798
truth,30000,0.01,50000,1,3,100,36,0.36,1000,179,0.179,99,0.36363636363636365
truth,30000,0.01,50000,1,5,100,18,0.18,1000,37,0.037,99,0.18181818181818182
truth,30000,0.01,50000,1,10,100,2,0.02,1000,2,0.002,99,0.020202020202020204
truth,30000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.05,10000,0,1,100,100,1.0,1000,1000,1.0,99,1.0
truth,30000,0.05,10000,0,3,100,100,1.0,1000,986,0.986,99,1.0
truth,30000,0.05,10000,0,5,100,95,0.95,1000,927,0.927,99,0.9494949494949495
truth,30000,0.05,10000,0,10,100,81,0.81,1000,657,0.657,99,0.8181818181818182
truth,30000,0.05,10000,0,20,100,43,0.43,1000,252,0.252,99,0.43434343434343436
truth,30000,0.05,10000,1,1,100,100,1.0,1000,1000,1.0,99,1.0
truth,30000,0.05,10000,1,3,100,100,1.0,1000,989,0.989,99,1.0
truth,30000,0.05,10000,1,5,100,95,0.95,1000,939,0.939,99,0.9494949494949495
truth,30000,0.05,10000,1,10,100,85,0.85,1000,712,0.712,99,0.8484848484848485
truth,30000,0.05,10000,1,20,100,48,0.48,1000,309,0.309,99,0.48484848484848486
truth,30000,0.05,20000,0,1,100,100,1.0,1000,998,0.998,99,1.0
truth,30000,0.05,20000,0,3,100,94,0.94,1000,923,0.923,99,0.9393939393939394
truth,30000,0.05,20000,0,5,100,85,0.85,1000,729,0.729,99,0.8585858585858586
truth,30000,0.05,20000,0,10,100,47,0.47,1000,309,0.309,99,0.47474747474747475
truth,30000,0.05,20000,0,20,100,12,0.12,1000,29,0.029,99,0.12121212121212122
truth,30000,0.05,20000,1,1,100,100,1.0,1000,998,0.998,99,1.0
truth,30000,0.05,20000,1,3,100,94,0.94,1000,935,0.935,99,0.9393939393939394
truth,30000,0.05,20000,1,5,100,86,0.86,1000,782,0.782,99,0.8585858585858586
truth,30000,0.05,20000,1,10,100,54,0.54,1000,366,0.366,99,0.5454545454545454
truth,30000,0.05,20000,1,20,100,18,0.18,1000,47,0.047,99,0.18181818181818182
truth,30000,0.05,50000,0,1,100,100,1.0,1000,987,0.987,99,1.0
truth,30000,0.05,50000,0,3,100,81,0.81,1000,619,0.619,99,0.8080808080808081
truth,30000,0.05,50000,0,5,100,49,0.49,1000,254,0.254,99,0.494949494949495
truth,30000,0.05,50000,0,10,100,9,0.09,1000,25,0.025,99,0.09090909090909091
truth,30000,0.05,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,30000,0.05,50000,1,1,100,100,1.0,1000,987,0.987,99,1.0
truth,30000,0.05,50000,1,3,100,84,0.84,1000,678,0.678,99,0.8383838383838383
truth,30000,0.05,50000,1,5,100,54,0.54,1000,322,0.322,99,0.5454545454545454
truth,30000,0.05,50000,1,10,100,12,0.12,1000,46,0.046,99,0.12121212121212122
truth,30000,0.05,50000,1,20,100,2,0.02,1000,0,0.0,99,0.020202020202020204
truth,40000,0.001,10000,0,1,100,40,0.4,1000,283,0.283,99,0.3939393939393939
truth,40000,0.001,10000,0,3,100,24,0.24,1000,108,0.108,99,0.23232323232323232
truth,40000,0.001,10000,0,5,100,15,0.15,1000,37,0.037,99,0.15151515151515152
truth,40000,0.001,10000,0,10,100,5,0.05,1000,6,0.006,99,0.050505050505050504
truth,40000,0.001,10000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,10000,1,1,100,40,0.4,1000,283,0.283,99,0.3939393939393939
truth,40000,0.001,10000,1,3,100,24,0.24,1000,111,0.111,99,0.23232323232323232
truth,40000,0.001,10000,1,5,100,16,0.16,1000,44,0.044,99,0.16161616161616163
truth,40000,0.001,10000,1,10,100,5,0.05,1000,8,0.008,99,0.050505050505050504
truth,40000,0.001,10000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,20000,0,1,100,38,0.38,1000,232,0.232,99,0.37373737373737376
truth,40000,0.001,20000,0,3,100,15,0.15,1000,41,0.041,99,0.15151515151515152
truth,40000,0.001,20000,0,5,100,5,0.05,1000,8,0.008,99,0.050505050505050504
truth,40000,0.001,20000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,20000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,20000,1,1,100,38,0.38,1000,232,0.232,99,0.37373737373737376
truth,40000,0.001,20000,1,3,100,16,0.16,1000,51,0.051,99,0.16161616161616163
truth,40000,0.001,20000,1,5,100,7,0.07,1000,11,0.011,99,0.0707070707070707
truth,40000,0.001,20000,1,10,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,20000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,50000,0,1,100,32,0.32,1000,143,0.143,99,0.31313131313131315
truth,40000,0.001,50000,0,3,100,3,0.03,1000,1,0.001,99,0.030303030303030304
truth,40000,0.001,50000,0,5,100,1,0.01,1000,0,0.0,99,0.010101010101010102
truth,40000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,50000,1,1,100,32,0.32,1000,143,0.143,99,0.31313131313131315
truth,40000,0.001,50000,1,3,100,5,0.05,1000,3,0.003,99,0.050505050505050504
truth,40000,0.001,50000,1,5,100,1,0.01,1000,0,0.0,99,0.010101010101010102
truth,40000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,99,0.0
truth,40000,0.01,10000,0,1,100,94,0.94,1000,886,0.886,99,0.9393939393939394
truth,40000,0.01,10000,0,3,100,76,0.76,1000,643,0.643,99,0.7575757575757576
truth,40000,0.01,10000,0,5,100,63,0.63,1000,454,0.454,99,0.6262626262626263
truth,40000,0.01,10000,0,10,100,28,0.28,1000,163,0.163,99,0.2727272727272727
truth,40000,0.01,10000,0,20,100,8,0.08,1000,21,0.021,99,0.08080808080808081
truth,40000,0.01,10000,1,1,100,94,0.94,1000,886,0.886,99,0.9393939393939394
truth,40000,0.01,10000,1,3,100,78,0.78,1000,661,0.661,99,0.7777777777777778
